county_type,state,county,violent_crime,murder_and_nonnegligent_manslaughter,forcible_rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,county_state
Nonmetropolitan,north carolina,pasquotank,68,4,3,7,54,385,142,223,20,2,pasquotank_north carolina
Nonmetropolitan,north carolina,pender,126,2,12,9,103,682,157,481,44,5,pender_north carolina
Nonmetropolitan,north carolina,perquimans,6,0,2,2,2,138,67,62,9,0,perquimans_north carolina
Nonmetropolitan,north carolina,pitt,198,4,10,16,168,1433,552,820,61,7,pitt_north carolina
Nonmetropolitan,north carolina,polk,10,1,2,0,7,236,52,165,19,3,polk_north carolina
Nonmetropolitan,north carolina,randolph,107,3,12,22,70,2531,866,1579,86,5,randolph_north carolina
Nonmetropolitan,north carolina,richmond,164,3,8,34,119,1383,591,701,91,37,richmond_north carolina
Nonmetropolitan,north carolina,robeson,527,2,14,125,386,4110,2180,1678,252,48,robeson_north carolina
Nonmetropolitan,north carolina,rockingham,72,0,0,15,57,1421,497,848,76,1,rockingham_north carolina
Nonmetropolitan,north carolina,rowan,123,3,10,19,91,1603,534,990,79,4,rowan_north carolina
Nonmetropolitan,north carolina,scotland,37,0,1,7,29,646,307,286,53,17,scotland_north carolina
Nonmetropolitan,north carolina,stanly,26,0,6,5,15,547,225,309,13,1,stanly_north carolina
Nonmetropolitan,north carolina,stokes,151,2,8,5,136,1059,411,592,56,1,stokes_north carolina
Nonmetropolitan,north carolina,surry,93,0,5,4,84,1304,579,648,77,10,surry_north carolina
Nonmetropolitan,north carolina,swain,37,0,6,0,31,292,137,153,2,1,swain_north carolina
Nonmetropolitan,north carolina,transylvania,27,1,4,0,22,361,163,180,18,7,transylvania_north carolina
Nonmetropolitan,north carolina,tyrrell,7,2,0,0,5,64,8,50,6,0,tyrrell_north carolina
Nonmetropolitan,north carolina,union,189,2,12,21,154,2344,850,1391,103,26,union_north carolina
Nonmetropolitan,north carolina,vance,119,3,2,22,92,1607,811,721,75,7,vance_north carolina
Nonmetropolitan,north carolina,wake,184,2,21,27,134,2893,1019,1650,224,7,wake_north carolina
Nonmetropolitan,north carolina,watauga,23,0,0,0,23,377,66,286,25,0,watauga_north carolina
Nonmetropolitan,north carolina,wayne,155,3,1,27,124,2091,837,1123,131,2,wayne_north carolina
Nonmetropolitan,north carolina,wilkes,151,2,2,16,131,1553,616,844,93,4,wilkes_north carolina
Nonmetropolitan,north carolina,wilson,62,1,1,1,59,820,253,519,48,3,wilson_north carolina
Nonmetropolitan,north carolina,yadkin,85,0,7,7,71,779,334,398,47,2,yadkin_north carolina
Nonmetropolitan,north carolina,yancey,9,0,1,2,6,151,73,76,2,1,yancey_north carolina
Nonmetropolitan,north dakota,adams,1,0,0,1,0,19,11,7,1,0,adams_north dakota
Nonmetropolitan,north dakota,barnes,1,0,0,0,1,44,9,30,5,0,barnes_north dakota
Nonmetropolitan,north dakota,benson,0,0,0,0,0,15,8,4,3,0,benson_north dakota
Nonmetropolitan,north dakota,billings,0,0,0,0,0,4,2,2,0,0,billings_north dakota
Nonmetropolitan,north dakota,bottineau,0,0,0,0,0,22,5,16,1,1,bottineau_north dakota
Nonmetropolitan,north dakota,burke,3,0,0,0,3,17,3,13,1,0,burke_north dakota
Nonmetropolitan,north dakota,burleigh,14,0,5,0,9,198,61,127,10,0,burleigh_north dakota
Nonmetropolitan,north dakota,cass,17,0,5,0,12,167,62,95,10,0,cass_north dakota
Nonmetropolitan,north dakota,cavalier,2,0,0,0,2,58,11,41,6,1,cavalier_north dakota
Nonmetropolitan,north dakota,dickey,0,0,0,0,0,8,1,6,1,1,dickey_north dakota
Nonmetropolitan,north dakota,eddy,3,0,0,0,3,16,10,5,1,1,eddy_north dakota
Nonmetropolitan,north dakota,emmons,0,0,0,0,0,17,9,7,1,0,emmons_north dakota
Nonmetropolitan,north dakota,golden valley,4,0,0,0,4,8,1,6,1,0,golden valley_north dakota
Nonmetropolitan,north dakota,grand forks,11,0,0,0,11,87,25,55,7,0,grand forks_north dakota
Nonmetropolitan,north dakota,grant,0,0,0,0,0,6,3,2,1,0,grant_north dakota
Nonmetropolitan,north dakota,griggs,0,0,0,0,0,6,3,1,2,0,griggs_north dakota
Nonmetropolitan,north dakota,hettinger,2,0,0,0,2,12,6,5,1,1,hettinger_north dakota
Nonmetropolitan,north dakota,kidder,1,0,1,0,0,4,0,3,1,0,kidder_north dakota
Nonmetropolitan,north dakota,lamoure,0,0,0,0,0,3,0,2,1,0,lamoure_north dakota
Nonmetropolitan,north dakota,logan,0,0,0,0,0,2,0,1,1,0,logan_north dakota
Nonmetropolitan,north dakota,mchenry,5,0,0,0,5,32,7,20,5,0,mchenry_north dakota
Nonmetropolitan,north dakota,mcintosh,3,0,0,1,2,2,0,2,0,0,mcintosh_north dakota
Nonmetropolitan,north dakota,mckenzie,8,0,2,0,6,58,1,49,8,0,mckenzie_north dakota
Nonmetropolitan,north dakota,mclean,4,0,0,0,4,80,21,53,6,0,mclean_north dakota
Nonmetropolitan,north dakota,mercer,5,0,0,0,5,21,11,6,4,0,mercer_north dakota
Nonmetropolitan,north dakota,morton,14,1,4,1,8,122,50,67,5,0,morton_north dakota
Nonmetropolitan,north dakota,mountrail,6,0,0,0,6,105,28,57,20,0,mountrail_north dakota
Nonmetropolitan,north dakota,nelson,2,0,1,0,1,23,11,11,1,0,nelson_north dakota
Nonmetropolitan,north dakota,oliver,0,0,0,0,0,3,1,2,0,0,oliver_north dakota
Nonmetropolitan,north dakota,pembina,3,0,0,0,3,46,17,20,9,0,pembina_north dakota
Nonmetropolitan,north dakota,ramsey,1,0,0,1,0,16,1,13,2,0,ramsey_north dakota
Nonmetropolitan,north dakota,ransom,2,0,1,0,1,6,5,1,0,0,ransom_north dakota
Nonmetropolitan,north dakota,renville,0,0,0,0,0,25,9,16,0,1,renville_north dakota
Nonmetropolitan,north dakota,richland,11,0,4,0,7,92,38,45,9,0,richland_north dakota
Nonmetropolitan,north dakota,rolette,3,0,0,0,3,28,13,12,3,0,rolette_north dakota
Nonmetropolitan,north dakota,sargent,3,0,0,0,3,24,5,18,1,0,sargent_north dakota
Nonmetropolitan,north dakota,sheridan,1,0,0,0,1,16,4,12,0,0,sheridan_north dakota
Nonmetropolitan,north dakota,stark,4,0,0,0,4,35,5,28,2,0,stark_north dakota
Nonmetropolitan,north dakota,steele,0,0,0,0,0,5,2,2,1,1,steele_north dakota
Nonmetropolitan,north dakota,stutsman,9,1,5,0,3,27,9,16,2,1,stutsman_north dakota
Nonmetropolitan,north dakota,towner,0,0,0,0,0,10,3,7,0,0,towner_north dakota
Nonmetropolitan,north dakota,traill,2,0,1,0,1,43,8,33,2,0,traill_north dakota
Nonmetropolitan,north dakota,walsh,5,0,1,0,4,72,26,40,6,1,walsh_north dakota
Nonmetropolitan,north dakota,ward,30,0,5,0,25,165,49,100,16,2,ward_north dakota
Nonmetropolitan,north dakota,wells,0,0,0,0,0,19,8,10,1,0,wells_north dakota
Nonmetropolitan,north dakota,williams,19,0,1,0,18,154,15,112,27,2,williams_north dakota
Nonmetropolitan,ohio,adams,1,0,1,0,0,36,10,18,8,0,adams_ohio
Nonmetropolitan,ohio,allen,79,0,12,14,53,1055,235,775,45,5,allen_ohio
Nonmetropolitan,ohio,ashland,17,0,3,2,12,352,188,155,9,1,ashland_ohio
Nonmetropolitan,ohio,athens,10,2,2,2,4,571,147,413,11,2,athens_ohio
Nonmetropolitan,ohio,auglaize,2,0,1,1,0,119,71,48,0,0,auglaize_ohio
Nonmetropolitan,ohio,belmont,15,2,0,6,7,604,243,323,38,3,belmont_ohio
Nonmetropolitan,ohio,brown,3,0,2,1,0,424,129,256,39,1,brown_ohio
Nonmetropolitan,ohio,butler,176,1,6,4,165,1005,314,689,2,4,butler_ohio
Nonmetropolitan,ohio,carroll,5,0,1,1,3,128,53,71,4,4,carroll_ohio
Nonmetropolitan,ohio,champaign,17,0,5,0,12,449,151,280,18,4,champaign_ohio
Nonmetropolitan,ohio,clermont,82,0,16,3,63,2161,775,1330,56,19,clermont_ohio
Nonmetropolitan,ohio,clinton,8,0,1,0,7,139,48,80,11,0,clinton_ohio
Nonmetropolitan,ohio,columbiana,9,1,1,0,7,64,44,14,6,0,columbiana_ohio
Nonmetropolitan,ohio,coshocton,19,0,1,9,9,851,280,549,22,5,coshocton_ohio
Nonmetropolitan,ohio,crawford,12,0,2,2,8,278,115,150,13,0,crawford_ohio
Nonmetropolitan,ohio,defiance,7,1,4,0,2,190,56,128,6,0,defiance_ohio
Nonmetropolitan,ohio,delaware,27,1,5,4,17,1025,373,639,13,4,delaware_ohio
Nonmetropolitan,ohio,erie,61,0,1,1,59,478,162,309,7,1,erie_ohio
Nonmetropolitan,ohio,fairfield,26,0,6,17,3,1138,334,765,39,5,fairfield_ohio
Nonmetropolitan,ohio,fayette,16,0,2,4,10,720,252,452,16,3,fayette_ohio
Nonmetropolitan,ohio,franklin,100,3,12,42,43,1499,347,1084,68,10,franklin_ohio
Nonmetropolitan,ohio,fulton,14,0,2,1,11,310,100,200,10,1,fulton_ohio
Nonmetropolitan,ohio,gallia,18,1,2,6,9,677,248,419,10,3,gallia_ohio
Nonmetropolitan,ohio,geauga,10,0,1,0,9,196,55,122,19,1,geauga_ohio
Nonmetropolitan,ohio,greene,23,1,5,7,10,582,160,384,38,1,greene_ohio
Nonmetropolitan,ohio,guernsey,12,2,4,4,2,416,212,184,20,6,guernsey_ohio
Nonmetropolitan,ohio,hamilton,318,2,64,121,131,7427,1350,5815,262,22,hamilton_ohio
Nonmetropolitan,ohio,hancock,11,0,1,1,9,343,136,195,12,0,hancock_ohio
Nonmetropolitan,ohio,hardin,4,0,4,0,0,360,149,199,12,0,hardin_ohio
Nonmetropolitan,ohio,harrison,8,0,0,2,6,95,41,46,8,1,harrison_ohio
Nonmetropolitan,ohio,henry,4,0,0,1,3,279,92,186,1,2,henry_ohio
Nonmetropolitan,ohio,highland,58,0,0,3,55,668,263,379,26,6,highland_ohio
Nonmetropolitan,ohio,hocking,4,0,0,0,4,348,135,202,11,3,hocking_ohio
Nonmetropolitan,ohio,holmes,20,1,6,3,10,261,84,170,7,3,holmes_ohio
Nonmetropolitan,ohio,huron,9,0,3,1,5,286,52,214,20,0,huron_ohio
Nonmetropolitan,ohio,jefferson,15,0,0,2,13,200,57,132,11,2,jefferson_ohio
Nonmetropolitan,ohio,lake,223,0,20,4,199,595,139,448,8,7,lake_ohio
Nonmetropolitan,ohio,lawrence,72,0,1,11,60,1065,381,636,48,3,lawrence_ohio
Nonmetropolitan,ohio,licking,363,2,44,10,307,1095,408,666,21,6,licking_ohio
Nonmetropolitan,ohio,logan,13,2,4,0,7,747,348,380,19,2,logan_ohio
Nonmetropolitan,ohio,lorain,45,2,14,18,11,995,488,480,27,12,lorain_ohio
Nonmetropolitan,ohio,lucas,101,2,4,33,62,1511,404,1025,82,2,lucas_ohio
Nonmetropolitan,ohio,madison,14,1,2,1,10,465,206,230,29,3,madison_ohio
Nonmetropolitan,ohio,mahoning,6,0,2,1,3,172,68,101,3,1,mahoning_ohio
Nonmetropolitan,ohio,marion,21,0,5,6,10,1489,327,1152,10,4,marion_ohio
Nonmetropolitan,ohio,medina,1,0,0,0,1,52,46,6,0,1,medina_ohio
Nonmetropolitan,ohio,meigs,16,1,2,2,11,300,131,156,13,2,meigs_ohio
Nonmetropolitan,ohio,mercer,8,0,3,0,5,308,106,192,10,1,mercer_ohio
Nonmetropolitan,ohio,miami,16,0,5,0,11,667,227,408,32,3,miami_ohio
Nonmetropolitan,ohio,monroe,7,0,3,1,3,100,31,64,5,0,monroe_ohio
Nonmetropolitan,ohio,montgomery,272,6,22,105,139,1636,636,865,135,7,montgomery_ohio
Nonmetropolitan,ohio,morgan,4,0,2,0,2,160,81,74,5,4,morgan_ohio
Nonmetropolitan,ohio,morrow,5,0,3,0,2,359,105,243,11,0,morrow_ohio
Nonmetropolitan,ohio,muskingum,48,1,24,12,11,1228,347,800,81,7,muskingum_ohio
Nonmetropolitan,ohio,ottawa,10,5,1,1,3,351,73,257,21,0,ottawa_ohio
Nonmetropolitan,ohio,paulding,11,0,1,0,10,203,67,136,0,1,paulding_ohio
Nonmetropolitan,ohio,pickaway,36,1,4,9,22,1217,565,627,25,5,pickaway_ohio
Nonmetropolitan,ohio,portage,34,0,14,15,5,1673,554,1044,75,10,portage_ohio
Nonmetropolitan,ohio,preble,17,1,4,2,10,448,193,233,22,1,preble_ohio
Nonmetropolitan,ohio,putnam,4,0,2,2,0,75,24,48,3,0,putnam_ohio
Nonmetropolitan,ohio,richland,33,0,10,15,8,1279,452,788,39,3,richland_ohio
Nonmetropolitan,ohio,ross,25,0,6,13,6,1914,578,1239,97,6,ross_ohio
Nonmetropolitan,ohio,sandusky,116,1,2,10,103,297,195,99,3,0,sandusky_ohio
Nonmetropolitan,ohio,scioto,17,0,4,4,9,1124,456,628,40,20,scioto_ohio
Nonmetropolitan,ohio,seneca,1,0,1,0,0,429,178,248,3,1,seneca_ohio
Nonmetropolitan,ohio,shelby,3,0,0,1,2,232,85,143,4,0,shelby_ohio
Nonmetropolitan,ohio,stark,87,0,12,39,36,2023,645,1252,126,14,stark_ohio
Nonmetropolitan,ohio,summit,49,1,10,18,20,1130,303,771,56,10,summit_ohio
Nonmetropolitan,ohio,trumbull,18,1,2,6,9,653,246,369,38,2,trumbull_ohio
Nonmetropolitan,ohio,tuscarawas,10,0,5,1,4,347,149,175,23,2,tuscarawas_ohio
Nonmetropolitan,ohio,van wert,4,0,1,2,1,254,131,113,10,1,van wert_ohio
Nonmetropolitan,ohio,vinton,17,1,1,4,11,312,110,194,8,0,vinton_ohio
Nonmetropolitan,ohio,warren,58,1,16,9,32,1115,309,790,16,3,warren_ohio
Nonmetropolitan,ohio,washington,19,0,3,2,14,422,140,263,19,3,washington_ohio
Nonmetropolitan,ohio,wayne,28,2,9,4,13,692,288,375,29,1,wayne_ohio
Nonmetropolitan,ohio,williams,7,0,4,0,3,264,77,169,18,4,williams_ohio
Nonmetropolitan,ohio,wood,12,0,2,4,6,471,127,330,14,3,wood_ohio
Nonmetropolitan,oklahoma,adair,64,1,3,0,60,259,120,122,17,4,adair_oklahoma
Nonmetropolitan,oklahoma,alfalfa,2,0,1,0,1,24,5,17,2,1,alfalfa_oklahoma
Nonmetropolitan,oklahoma,atoka,0,0,0,0,0,69,32,28,9,1,atoka_oklahoma
Nonmetropolitan,oklahoma,beaver,2,0,1,0,1,45,13,27,5,0,beaver_oklahoma
Nonmetropolitan,oklahoma,beckham,8,0,1,0,7,71,25,39,7,3,beckham_oklahoma
Nonmetropolitan,oklahoma,blaine,2,0,0,0,2,44,11,33,0,1,blaine_oklahoma
Nonmetropolitan,oklahoma,bryan,23,2,6,0,15,293,114,140,39,3,bryan_oklahoma
Nonmetropolitan,oklahoma,caddo,85,0,3,3,79,182,53,116,13,1,caddo_oklahoma
Nonmetropolitan,oklahoma,canadian,21,0,3,0,18,185,59,103,23,3,canadian_oklahoma
Nonmetropolitan,oklahoma,carter,128,0,12,1,115,213,87,107,19,3,carter_oklahoma
Nonmetropolitan,oklahoma,cherokee,27,0,2,0,25,114,56,43,15,1,cherokee_oklahoma
Nonmetropolitan,oklahoma,choctaw,20,1,1,0,18,143,53,76,14,5,choctaw_oklahoma
Nonmetropolitan,oklahoma,cimarron,0,0,0,0,0,4,0,4,0,0,cimarron_oklahoma
Nonmetropolitan,oklahoma,cleveland,47,0,10,6,31,318,115,163,40,5,cleveland_oklahoma
Nonmetropolitan,oklahoma,coal,4,0,1,0,3,58,8,48,2,1,coal_oklahoma
Nonmetropolitan,oklahoma,comanche,43,0,6,4,33,313,118,173,22,2,comanche_oklahoma
Nonmetropolitan,oklahoma,cotton,8,0,0,0,8,24,11,12,1,1,cotton_oklahoma
Nonmetropolitan,oklahoma,craig,16,1,0,1,14,110,38,65,7,4,craig_oklahoma
Nonmetropolitan,oklahoma,custer,7,0,0,2,5,84,39,41,4,4,custer_oklahoma
Nonmetropolitan,oklahoma,delaware,54,3,8,2,41,312,119,163,30,4,delaware_oklahoma
Nonmetropolitan,oklahoma,dewey,2,0,1,0,1,19,6,9,4,0,dewey_oklahoma
Nonmetropolitan,oklahoma,ellis,9,1,0,0,8,39,15,16,8,1,ellis_oklahoma
Nonmetropolitan,oklahoma,garfield,6,0,0,1,5,69,26,42,1,2,garfield_oklahoma
Nonmetropolitan,oklahoma,garvin,30,4,7,1,18,214,56,134,24,4,garvin_oklahoma
Nonmetropolitan,oklahoma,grady,31,0,3,0,28,266,106,136,24,2,grady_oklahoma
Nonmetropolitan,oklahoma,grant,0,0,0,0,0,51,9,41,1,3,grant_oklahoma
Nonmetropolitan,oklahoma,greer,2,0,0,0,2,15,4,11,0,0,greer_oklahoma
Nonmetropolitan,oklahoma,harmon,0,0,0,0,0,17,3,14,0,0,harmon_oklahoma
Nonmetropolitan,oklahoma,harper,0,0,0,0,0,32,15,14,3,0,harper_oklahoma
Nonmetropolitan,oklahoma,haskell,48,2,2,0,44,79,25,40,14,1,haskell_oklahoma
Nonmetropolitan,oklahoma,hughes,12,0,2,0,10,155,62,74,19,1,hughes_oklahoma
Nonmetropolitan,oklahoma,jackson,6,0,3,0,3,45,13,25,7,0,jackson_oklahoma
Nonmetropolitan,oklahoma,jefferson,1,0,0,0,1,17,3,13,1,0,jefferson_oklahoma
Nonmetropolitan,oklahoma,johnston,14,0,0,0,14,3,2,0,1,0,johnston_oklahoma
Nonmetropolitan,oklahoma,kay,23,0,0,1,22,93,38,54,1,0,kay_oklahoma
Nonmetropolitan,oklahoma,kingfisher,0,0,0,0,0,59,5,44,10,0,kingfisher_oklahoma
Nonmetropolitan,oklahoma,kiowa,3,1,0,0,2,37,18,18,1,1,kiowa_oklahoma
Nonmetropolitan,oklahoma,latimer,7,0,1,0,6,28,11,12,5,0,latimer_oklahoma
Nonmetropolitan,oklahoma,le flore,32,2,0,3,27,309,146,144,19,3,le flore_oklahoma
Nonmetropolitan,oklahoma,lincoln,20,3,3,1,13,298,85,193,20,3,lincoln_oklahoma
Nonmetropolitan,oklahoma,logan,21,2,2,1,16,323,101,202,20,5,logan_oklahoma
Nonmetropolitan,oklahoma,love,1,0,0,0,1,58,18,35,5,1,love_oklahoma
Nonmetropolitan,oklahoma,major,3,0,1,0,2,41,9,32,0,0,major_oklahoma
Nonmetropolitan,oklahoma,marshall,25,0,1,0,24,48,18,23,7,1,marshall_oklahoma
Nonmetropolitan,oklahoma,mayes,24,0,0,1,23,263,77,160,26,0,mayes_oklahoma
Nonmetropolitan,oklahoma,mcclain,18,0,5,4,9,274,88,154,32,7,mcclain_oklahoma
Nonmetropolitan,oklahoma,mccurtain,53,0,8,2,43,535,171,331,33,12,mccurtain_oklahoma
Nonmetropolitan,oklahoma,mcintosh,24,0,5,2,17,198,82,103,13,10,mcintosh_oklahoma
Nonmetropolitan,oklahoma,murray,7,0,1,0,6,34,13,15,6,1,murray_oklahoma
Nonmetropolitan,oklahoma,muskogee,72,1,6,2,63,402,153,197,52,19,muskogee_oklahoma
Nonmetropolitan,oklahoma,noble,2,0,0,0,2,45,13,27,5,0,noble_oklahoma
Nonmetropolitan,oklahoma,nowata,10,0,3,0,7,113,49,48,16,5,nowata_oklahoma
Nonmetropolitan,oklahoma,okfuskee,9,0,0,0,9,100,38,52,10,6,okfuskee_oklahoma
Nonmetropolitan,oklahoma,oklahoma,26,0,2,3,21,240,74,130,36,0,oklahoma_oklahoma
Nonmetropolitan,oklahoma,ottawa,8,1,1,0,6,107,54,38,15,0,ottawa_oklahoma
Nonmetropolitan,oklahoma,pawnee,19,0,2,0,17,145,59,77,9,1,pawnee_oklahoma
Nonmetropolitan,oklahoma,pittsburg,22,1,6,2,13,404,142,243,19,12,pittsburg_oklahoma
Nonmetropolitan,oklahoma,pontotoc,31,2,6,1,22,147,59,75,13,2,pontotoc_oklahoma
Nonmetropolitan,oklahoma,pottawatomie,43,2,3,3,35,629,178,354,97,5,pottawatomie_oklahoma
Nonmetropolitan,oklahoma,pushmataha,15,2,0,1,12,117,48,52,17,0,pushmataha_oklahoma
Nonmetropolitan,oklahoma,roger mills,6,0,1,0,5,53,18,33,2,0,roger mills_oklahoma
Nonmetropolitan,oklahoma,rogers,61,0,16,3,42,473,141,237,95,7,rogers_oklahoma
Nonmetropolitan,oklahoma,sequoyah,79,1,10,4,64,413,134,263,16,14,sequoyah_oklahoma
Nonmetropolitan,oklahoma,stephens,41,1,6,2,32,233,56,148,29,5,stephens_oklahoma
Nonmetropolitan,oklahoma,texas,5,0,1,2,2,55,14,38,3,0,texas_oklahoma
Nonmetropolitan,oklahoma,tillman,5,0,1,1,3,85,38,43,4,2,tillman_oklahoma
Nonmetropolitan,oklahoma,tulsa,211,3,6,14,188,708,301,336,71,3,tulsa_oklahoma
Nonmetropolitan,oklahoma,wagoner,43,3,5,1,34,509,158,292,59,11,wagoner_oklahoma
Nonmetropolitan,oklahoma,washita,4,0,0,0,4,50,22,27,1,1,washita_oklahoma
Nonmetropolitan,oklahoma,woods,2,0,1,0,1,10,3,6,1,0,woods_oklahoma
Nonmetropolitan,oklahoma,woodward,15,1,3,0,11,68,32,28,8,0,woodward_oklahoma
Nonmetropolitan,oregon,baker,2,0,2,0,0,30,15,14,1,0,baker_oregon
Nonmetropolitan,oregon,benton,20,3,3,0,14,200,56,132,12,2,benton_oregon
Nonmetropolitan,oregon,clackamas,202,3,35,96,68,5492,891,4228,373,22,clackamas_oregon
Nonmetropolitan,oregon,clatsop,7,0,0,0,7,134,26,98,10,2,clatsop_oregon
Nonmetropolitan,oregon,coos,57,2,1,3,51,589,187,364,38,2,coos_oregon
Nonmetropolitan,oregon,crook,22,0,2,2,18,125,47,77,1,3,crook_oregon
Nonmetropolitan,oregon,curry,8,0,0,1,7,231,69,145,17,0,curry_oregon
Nonmetropolitan,oregon,deschutes,240,1,14,6,219,982,203,734,45,8,deschutes_oregon
Nonmetropolitan,oregon,douglas,35,1,19,2,13,558,160,345,53,15,douglas_oregon
Nonmetropolitan,oregon,gilliam,0,0,0,0,0,16,4,12,0,0,gilliam_oregon
Nonmetropolitan,oregon,grant,0,0,0,0,0,40,3,36,1,0,grant_oregon
Nonmetropolitan,oregon,harney,7,0,0,0,7,27,12,14,1,0,harney_oregon
Nonmetropolitan,oregon,hood river,10,1,3,2,4,153,28,115,10,1,hood river_oregon
Nonmetropolitan,oregon,jackson,141,2,21,2,116,1127,281,797,49,5,jackson_oregon
Nonmetropolitan,oregon,jefferson,8,0,1,2,5,184,61,108,15,2,jefferson_oregon
Nonmetropolitan,oregon,josephine,64,2,11,10,41,726,237,419,70,3,josephine_oregon
Nonmetropolitan,oregon,klamath,54,0,9,9,36,451,259,140,52,5,klamath_oregon
Nonmetropolitan,oregon,lane,241,2,20,17,202,1146,484,545,117,8,lane_oregon
Nonmetropolitan,oregon,lincoln,52,0,10,0,42,344,133,200,11,3,lincoln_oregon
Nonmetropolitan,oregon,linn,19,0,7,4,8,935,246,582,107,4,linn_oregon
Nonmetropolitan,oregon,malheur,2,0,0,0,2,203,63,129,11,-1,malheur_oregon
Nonmetropolitan,oregon,marion,70,1,19,19,31,1893,486,1216,191,3,marion_oregon
Nonmetropolitan,oregon,morrow,15,0,6,1,8,226,39,170,17,3,morrow_oregon
Nonmetropolitan,oregon,multnomah,45,0,6,4,35,841,111,657,73,3,multnomah_oregon
Nonmetropolitan,oregon,polk,30,1,2,0,27,378,106,249,23,3,polk_oregon
Nonmetropolitan,oregon,sherman,0,0,0,0,0,34,6,24,4,1,sherman_oregon
Nonmetropolitan,oregon,tillamook,15,0,1,2,12,289,114,161,14,2,tillamook_oregon
Nonmetropolitan,oregon,umatilla,59,2,8,5,44,564,184,293,87,3,umatilla_oregon
Nonmetropolitan,oregon,union,15,0,0,1,14,310,64,227,19,0,union_oregon
Nonmetropolitan,oregon,wallowa,1,0,0,0,1,37,13,21,3,0,wallowa_oregon
Nonmetropolitan,oregon,wasco,5,1,0,0,4,112,40,67,5,-1,wasco_oregon
Nonmetropolitan,oregon,washington,266,1,66,44,155,2663,566,1909,188,22,washington_oregon
Nonmetropolitan,oregon,yamhill,31,2,8,4,17,582,168,385,29,5,yamhill_oregon
Nonmetropolitan,pennsylvania,allegheny,5,0,0,1,4,0,0,0,0,0,allegheny_pennsylvania
Nonmetropolitan,pennsylvania,beaver,0,0,0,0,0,0,0,0,0,0,beaver_pennsylvania
Nonmetropolitan,pennsylvania,bedford,0,0,0,0,0,0,0,0,0,0,bedford_pennsylvania
Nonmetropolitan,pennsylvania,blair,2,0,0,0,2,0,0,0,0,0,blair_pennsylvania
Nonmetropolitan,pennsylvania,butler,0,0,0,0,0,0,0,0,0,0,butler_pennsylvania
Nonmetropolitan,pennsylvania,centre,0,0,0,0,0,0,0,0,0,0,centre_pennsylvania
Nonmetropolitan,pennsylvania,clarion,0,0,0,0,0,1,0,1,0,0,clarion_pennsylvania
Nonmetropolitan,pennsylvania,cumberland,0,0,0,0,0,0,0,0,0,0,cumberland_pennsylvania
Nonmetropolitan,pennsylvania,elk,0,0,0,0,0,0,0,0,0,0,elk_pennsylvania
Nonmetropolitan,pennsylvania,franklin,0,0,0,0,0,0,0,0,0,0,franklin_pennsylvania
Nonmetropolitan,pennsylvania,indiana,0,0,0,0,0,0,0,0,0,0,indiana_pennsylvania
Nonmetropolitan,pennsylvania,lancaster,0,0,0,0,0,0,0,0,0,0,lancaster_pennsylvania
Nonmetropolitan,pennsylvania,lawrence,0,0,0,0,0,0,0,0,0,0,lawrence_pennsylvania
Nonmetropolitan,pennsylvania,mercer,0,0,0,0,0,0,0,0,0,0,mercer_pennsylvania
Nonmetropolitan,pennsylvania,montgomery,0,0,0,0,0,0,0,0,0,0,montgomery_pennsylvania
Nonmetropolitan,pennsylvania,northampton,1,0,0,0,1,0,0,0,0,0,northampton_pennsylvania
Nonmetropolitan,pennsylvania,pike,0,0,0,0,0,1,0,1,0,0,pike_pennsylvania
Nonmetropolitan,pennsylvania,schuylkill,0,0,0,0,0,0,0,0,0,0,schuylkill_pennsylvania
Nonmetropolitan,pennsylvania,snyder,0,0,0,0,0,0,0,0,0,0,snyder_pennsylvania
Nonmetropolitan,pennsylvania,tioga,0,0,0,0,0,0,0,0,0,0,tioga_pennsylvania
Nonmetropolitan,pennsylvania,union,0,0,0,0,0,0,0,0,0,0,union_pennsylvania
Nonmetropolitan,pennsylvania,warren,0,0,0,0,0,0,0,0,0,0,warren_pennsylvania
Nonmetropolitan,pennsylvania,washington,4,0,0,0,4,0,0,0,0,0,washington_pennsylvania
Nonmetropolitan,pennsylvania,wayne,0,0,0,0,0,0,0,0,0,0,wayne_pennsylvania
Nonmetropolitan,pennsylvania,westmoreland,0,0,0,0,0,0,0,0,0,0,westmoreland_pennsylvania
Nonmetropolitan,pennsylvania,york,3,0,0,0,3,0,0,0,0,0,york_pennsylvania
Nonmetropolitan,south carolina,allendale,9,0,0,0,9,130,47,69,14,1,allendale_south carolina
Nonmetropolitan,south carolina,bamberg,41,3,1,4,33,266,76,163,27,7,bamberg_south carolina
Nonmetropolitan,south carolina,barnwell,104,1,4,5,94,394,124,249,21,2,barnwell_south carolina
Nonmetropolitan,south carolina,beaufort,606,3,20,86,497,3849,1106,2557,186,16,beaufort_south carolina
