county_type,state,county,Violent_crime,Murder_and_nonnegligent_manslaughter,Forcible_rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Arson
Metropolitan,ALABAMA,Autauga,77,1,7,13,56,469,161,271,37,6
Metropolitan,ALABAMA,Blount,71,3,9,3,56,964,333,551,80,3
Metropolitan,ALABAMA,Calhoun,21,0,11,1,9,675,237,437,1,0
Metropolitan,ALABAMA,Chilton,88,1,16,3,68,772,302,414,56,0
Metropolitan,ALABAMA,Colbert,31,0,1,1,29,125,33,89,3,0
Metropolitan,ALABAMA,Elmore,56,2,10,9,35,768,269,454,45,0
Metropolitan,ALABAMA,Etowah,156,0,12,3,141,669,277,327,65,6
Metropolitan,ALABAMA,Geneva,30,0,3,1,26,249,82,144,23,1
Metropolitan,ALABAMA,Greene,50,1,2,2,45,144,62,68,14,1
Metropolitan,ALABAMA,Henry,33,2,1,1,29,126,44,73,9,1
Metropolitan,ALABAMA,Houston,83,1,9,7,66,606,193,355,58,1
Metropolitan,ALABAMA,Jefferson,569,9,55,153,352,"4,125","2,348","1,678",99,20
Metropolitan,ALABAMA,Lauderdale,10,0,1,0,9,143,50,85,8,5
Metropolitan,ALABAMA,Lawrence,61,0,4,5,52,490,161,293,36,9
Metropolitan,ALABAMA,Lee,0,0,0,0,0,124,19,105,0,7
Metropolitan,ALABAMA,Limestone,26,0,1,2,23,200,56,123,21,0
Metropolitan,ALABAMA,Lowndes,37,0,1,6,30,277,143,115,19,79
Metropolitan,ALABAMA,Mobile,241,6,19,43,173,"2,517",844,"1,437",236,4
Metropolitan,ALABAMA,Montgomery,80,3,1,10,66,613,248,307,58,4
Metropolitan,ALABAMA,Morgan,38,0,9,3,26,524,269,236,19,0
Metropolitan,ALABAMA,Russell,29,0,3,2,24,531,185,319,27,0
Metropolitan,ALABAMA,Shelby,118,1,24,13,80,"1,309",409,810,90,3
Metropolitan,ALABAMA,St. Clair,42,1,16,1,24,669,245,409,15,0
Metropolitan,ALABAMA,Tuscaloosa,228,2,8,21,197,"1,525",427,970,128,5
Nonmetropolitan,ALABAMA,Baldwin,91,0,10,13,68,982,374,556,52,7
Nonmetropolitan,ALABAMA,Barbour,3,0,0,0,3,54,24,26,4,3
Nonmetropolitan,ALABAMA,Bullock,12,0,2,2,8,70,66,3,1,8
Nonmetropolitan,ALABAMA,Butler,43,1,5,2,35,277,90,177,10,4
Nonmetropolitan,ALABAMA,Chambers,0,0,0,0,0,0,0,0,0,0
Nonmetropolitan,ALABAMA,Cherokee,48,1,2,1,44,535,216,296,23,8
Nonmetropolitan,ALABAMA,Choctaw,7,1,0,0,6,29,14,11,4,0
Nonmetropolitan,ALABAMA,Clay,12,0,0,0,12,52,13,34,5,0
Nonmetropolitan,ALABAMA,Coffee,29,0,1,3,25,239,101,121,17,5
Nonmetropolitan,ALABAMA,Conecuh,43,0,3,5,35,190,60,117,13,1
Nonmetropolitan,ALABAMA,Coosa,33,0,1,2,30,245,110,128,7,4
Nonmetropolitan,ALABAMA,Crenshaw,57,2,0,2,53,198,92,94,12,1
Nonmetropolitan,ALABAMA,Cullman,113,1,16,3,93,"1,235",383,800,52,0
Nonmetropolitan,ALABAMA,Dale,65,0,9,3,53,205,51,146,8,3
Nonmetropolitan,ALABAMA,Dallas,73,0,6,11,56,614,207,381,26,3
Nonmetropolitan,ALABAMA,De Kalb,179,4,21,2,152,908,320,515,73,0
Nonmetropolitan,ALABAMA,Escambia,42,0,3,4,35,396,126,228,42,0
Nonmetropolitan,ALABAMA,Fayette,6,0,0,0,6,90,34,50,6,2
Nonmetropolitan,ALABAMA,Franklin,34,2,4,1,27,319,102,195,22,0
Nonmetropolitan,ALABAMA,Jackson,78,1,4,1,72,621,232,329,60,4
Nonmetropolitan,ALABAMA,Lamar,2,0,2,0,0,4,1,3,0,0
Nonmetropolitan,ALABAMA,Macon,0,0,0,0,0,1,1,0,0,0
Nonmetropolitan,ALABAMA,Marengo,23,0,4,1,18,180,68,103,9,3
Nonmetropolitan,ALABAMA,Marion,28,0,1,1,26,247,91,133,23,1
Nonmetropolitan,ALABAMA,Marshall,55,0,9,1,45,817,312,461,44,3
Nonmetropolitan,ALABAMA,Monroe,33,0,1,1,31,100,53,44,3,1
Nonmetropolitan,ALABAMA,Pickens,4,0,1,0,3,17,6,10,1,0
Nonmetropolitan,ALABAMA,Pike,4,0,0,0,4,33,11,22,0,0
Nonmetropolitan,ALABAMA,Randolph,44,0,4,2,38,319,124,176,19,1
Nonmetropolitan,ALABAMA,Sumter,12,0,1,2,9,22,12,7,3,0
Nonmetropolitan,ALABAMA,Talladega,56,1,4,4,47,957,335,545,77,5
Nonmetropolitan,ALABAMA,Tallapoosa,17,1,2,1,13,233,109,112,12,0
Nonmetropolitan,ALABAMA,Washington,26,1,0,0,25,177,44,114,19,2
Nonmetropolitan,ALABAMA,Winston,13,0,0,0,13,185,76,100,9,0
Metropolitan,ARIZONA,Coconino,141,5,10,7,119,531,181,335,15,28
Metropolitan,ARIZONA,Maricopa,884,6,45,72,761,"4,955","1,371","3,143",441,102
Metropolitan,ARIZONA,Mohave,145,6,11,15,113,"2,144",762,"1,245",137,11
Metropolitan,ARIZONA,Pima,607,16,62,163,366,"11,711","2,857","8,007",847,96
Metropolitan,ARIZONA,Pinal,227,5,47,22,153,"3,789",710,"2,654",425,17
Metropolitan,ARIZONA,Yavapai,312,9,13,5,285,"1,320",465,764,91,12
Nonmetropolitan,ARIZONA,Apache,45,1,0,1,43,176,95,74,7,20
Nonmetropolitan,ARIZONA,Cochise,367,3,15,12,337,797,334,400,63,16
Nonmetropolitan,ARIZONA,Gila,34,1,1,3,29,347,55,261,31,3
Nonmetropolitan,ARIZONA,Graham,,0,0,1,,227,62,152,13,10
Nonmetropolitan,ARIZONA,La Paz,41,0,2,0,39,390,113,253,24,0
Nonmetropolitan,ARIZONA,Navajo,59,2,1,2,54,610,383,181,46,7
Nonmetropolitan,ARIZONA,Santa Cruz,7,1,2,2,2,276,103,131,42,9
Metropolitan,ARKANSAS,Benton,158,1,21,1,135,459,227,216,16,2
Metropolitan,ARKANSAS,Cleveland,5,0,0,0,5,113,68,37,8,0
Metropolitan,ARKANSAS,Craighead,12,1,0,3,8,296,120,163,13,2
Metropolitan,ARKANSAS,Crawford,139,1,18,1,119,334,67,237,30,1
Metropolitan,ARKANSAS,Crittenden,181,1,7,15,158,454,130,286,38,7
Metropolitan,ARKANSAS,Faulkner,46,0,8,0,38,921,291,554,76,6
Metropolitan,ARKANSAS,Franklin,39,0,4,0,35,191,69,109,13,4
Metropolitan,ARKANSAS,Jefferson,69,2,5,7,55,531,238,200,93,5
Metropolitan,ARKANSAS,Lincoln,3,1,0,1,1,99,52,43,4,3
Metropolitan,ARKANSAS,Lonoke,116,3,9,3,101,787,308,403,76,7
Metropolitan,ARKANSAS,Madison,21,0,5,0,16,122,49,56,17,0
Metropolitan,ARKANSAS,Miller,14,0,4,1,9,279,84,158,37,3
Metropolitan,ARKANSAS,Poinsett,21,0,5,0,16,35,14,16,5,3
Metropolitan,ARKANSAS,Pulaski,409,6,25,31,347,"2,244",896,"1,144",204,13
Metropolitan,ARKANSAS,Sebastian,83,0,11,3,69,356,183,151,22,3
Metropolitan,ARKANSAS,Washington,148,2,12,4,130,547,199,305,43,7
Nonmetropolitan,ARKANSAS,Arkansas,5,0,0,0,5,98,32,57,9,0
Nonmetropolitan,ARKANSAS,Ashley,22,1,1,3,17,218,88,116,14,2
Nonmetropolitan,ARKANSAS,Baxter,30,2,3,0,25,653,114,502,37,0
Nonmetropolitan,ARKANSAS,Boone,21,1,8,0,12,366,114,205,47,5
Nonmetropolitan,ARKANSAS,Carroll,29,0,0,0,29,208,53,145,10,4
Nonmetropolitan,ARKANSAS,Chicot,0,0,0,0,0,39,14,25,0,0
Nonmetropolitan,ARKANSAS,Clark,12,0,1,1,10,142,44,88,10,1
Nonmetropolitan,ARKANSAS,Clay,8,0,2,0,6,76,26,48,2,0
Nonmetropolitan,ARKANSAS,Cleburne,41,1,6,0,34,495,253,195,47,5
Nonmetropolitan,ARKANSAS,Columbia,41,0,0,2,39,212,55,139,18,0
Nonmetropolitan,ARKANSAS,Conway,25,1,1,3,20,322,74,229,19,5
Nonmetropolitan,ARKANSAS,Cross,27,0,4,0,23,28,19,6,3,2
Nonmetropolitan,ARKANSAS,Dallas,1,0,0,0,1,26,7,19,0,1
Nonmetropolitan,ARKANSAS,Drew,30,0,6,1,23,122,38,69,15,2
Nonmetropolitan,ARKANSAS,Fulton,16,0,0,0,16,153,67,79,7,6
Nonmetropolitan,ARKANSAS,Greene,21,0,2,0,19,266,96,154,16,0
Nonmetropolitan,ARKANSAS,Hempstead,42,0,4,0,38,195,47,126,22,6
Nonmetropolitan,ARKANSAS,Howard,14,0,4,0,10,85,36,46,3,0
Nonmetropolitan,ARKANSAS,Independence,136,0,10,12,114,"1,546",691,758,97,14
Nonmetropolitan,ARKANSAS,Izard,2,0,1,0,1,186,69,117,0,1
Nonmetropolitan,ARKANSAS,Jackson,23,0,0,2,21,164,49,102,13,2
Nonmetropolitan,ARKANSAS,Johnson,21,0,1,0,20,225,189,36,0,8
Nonmetropolitan,ARKANSAS,Lafayette,4,0,0,0,4,71,17,54,0,0
Nonmetropolitan,ARKANSAS,Lawrence,8,0,1,0,7,129,38,91,0,3
Nonmetropolitan,ARKANSAS,Lee,7,2,0,0,5,66,18,44,4,0
Nonmetropolitan,ARKANSAS,Little River,6,0,0,0,6,72,22,47,3,4
Nonmetropolitan,ARKANSAS,Logan,20,0,9,2,9,311,120,164,27,1
Nonmetropolitan,ARKANSAS,Marion,35,0,2,1,32,219,85,132,2,6
Nonmetropolitan,ARKANSAS,Mississippi,35,0,6,2,27,343,81,226,36,2
Nonmetropolitan,ARKANSAS,Monroe,1,0,0,0,1,51,7,44,0,0
Nonmetropolitan,ARKANSAS,Montgomery,4,0,0,0,4,19,7,12,0,0
Nonmetropolitan,ARKANSAS,Nevada,6,0,0,0,6,45,19,24,2,1
Nonmetropolitan,ARKANSAS,Newton,10,0,2,0,8,79,25,51,3,1
Nonmetropolitan,ARKANSAS,Ouachita,2,0,0,0,2,22,13,9,0,1
Nonmetropolitan,ARKANSAS,Pike,7,1,3,0,3,30,13,13,4,1
Nonmetropolitan,ARKANSAS,Polk,39,0,3,0,36,204,87,103,14,14
Nonmetropolitan,ARKANSAS,Pope,60,0,10,2,48,460,165,256,39,2
Nonmetropolitan,ARKANSAS,Prairie,0,0,0,0,0,50,10,38,2,0
Nonmetropolitan,ARKANSAS,Scott,8,0,4,0,4,66,20,43,3,2
Nonmetropolitan,ARKANSAS,Searcy,10,0,0,0,10,28,16,10,2,0
Nonmetropolitan,ARKANSAS,Sevier,19,1,0,2,16,168,45,101,22,2
Nonmetropolitan,ARKANSAS,St. Francis,23,1,3,5,14,379,105,274,0,2
Nonmetropolitan,ARKANSAS,Stone,18,0,4,0,14,119,56,61,2,3
Nonmetropolitan,ARKANSAS,Union,34,0,0,11,23,436,127,268,41,0
Nonmetropolitan,ARKANSAS,Van Buren,46,0,2,0,44,219,51,140,28,5
Nonmetropolitan,ARKANSAS,White,56,3,10,4,39,907,373,438,96,3
Nonmetropolitan,ARKANSAS,Yell,18,0,4,2,12,164,70,82,12,2
Metropolitan,CALIFORNIA,Alameda,725,3,26,218,478,"2,192",650,991,551,19
Metropolitan,CALIFORNIA,Butte,106,2,13,23,68,"1,310",560,744,6,3
Metropolitan,CALIFORNIA,Contra Costa,456,13,30,109,304,"2,475","1,033","1,423",19,18
Metropolitan,CALIFORNIA,El Dorado,192,2,21,21,148,"2,273","1,020","1,241",12,10
Metropolitan,CALIFORNIA,Fresno,740,6,23,125,586,"4,781","1,618","2,331",832,
Metropolitan,CALIFORNIA,Imperial,110,0,4,6,100,676,255,399,22,7
Metropolitan,CALIFORNIA,Kern,"1,822",22,108,358,"1,334","10,198","3,301","5,378","1,519",282
Metropolitan,CALIFORNIA,Kings,137,2,13,15,107,683,242,386,55,7
Metropolitan,CALIFORNIA,Los Angeles,"5,595",88,165,"1,484","3,858","16,010","4,624","7,730","3,656",222
Metropolitan,CALIFORNIA,Madera,311,4,10,20,277,"1,634",836,778,20,11
Metropolitan,CALIFORNIA,Marin,122,0,8,22,92,739,263,473,3,5
Metropolitan,CALIFORNIA,Merced,459,2,22,41,394,"2,319",767,"1,538",14,6
Metropolitan,CALIFORNIA,Monterey,197,8,19,44,126,"1,290",504,781,5,18
Metropolitan,CALIFORNIA,Napa,52,2,2,1,47,371,125,243,3,4
Metropolitan,CALIFORNIA,Orange,251,1,11,42,197,"1,301",277,935,89,3
Metropolitan,CALIFORNIA,Placer,301,4,25,28,244,"1,946",622,"1,293",31,3
Metropolitan,CALIFORNIA,Riverside,903,13,47,188,655,"8,872","2,673","4,884","1,315",18
Metropolitan,CALIFORNIA,Sacramento,"2,719",33,144,959,"1,583","11,797","4,150","7,539",108,77
Metropolitan,CALIFORNIA,San Benito,38,1,6,0,31,268,93,161,14,1
Metropolitan,CALIFORNIA,San Bernardino,"1,081",18,57,178,828,"6,207","2,202","2,879","1,126",94
Metropolitan,CALIFORNIA,San Diego,"1,397",18,84,218,"1,077","5,851","1,725","3,202",924,27
Metropolitan,CALIFORNIA,San Joaquin,820,23,20,164,613,"4,767","1,802","2,831",134,22
Metropolitan,CALIFORNIA,San Luis Obispo,208,1,26,13,168,"1,356",481,872,3,3
Metropolitan,CALIFORNIA,San Mateo,219,0,18,32,169,"1,976",312,"1,464",200,9
Metropolitan,CALIFORNIA,Santa Barbara,255,1,34,30,190,"1,539",487,"1,045",7,12
Metropolitan,CALIFORNIA,Santa Clara,186,4,30,39,113,"1,487",316,"1,025",146,2
Metropolitan,CALIFORNIA,Santa Cruz,362,3,34,36,289,"2,301",913,"1,382",6,10
Metropolitan,CALIFORNIA,Shasta,524,2,32,22,468,970,512,430,28,1
Metropolitan,CALIFORNIA,Solano,95,3,4,18,70,423,195,207,21,8
Metropolitan,CALIFORNIA,Sonoma,511,5,36,48,422,"1,306",490,802,14,13
Metropolitan,CALIFORNIA,Stanislaus,323,16,15,77,215,"2,404","1,135","1,222",47,61
Metropolitan,CALIFORNIA,Sutter,132,3,8,4,117,847,210,589,48,6
Metropolitan,CALIFORNIA,Tulare,517,20,31,68,398,,"1,200","2,191",,31
Metropolitan,CALIFORNIA,Ventura,155,2,10,23,120,"1,124",273,795,56,17
Metropolitan,CALIFORNIA,Yolo,82,0,9,4,69,408,125,273,10,7
Metropolitan,CALIFORNIA,Yuba,230,3,18,29,180,"1,323",457,858,8,5
Nonmetropolitan,CALIFORNIA,Alpine,7,0,0,0,7,105,20,84,1,0
Nonmetropolitan,CALIFORNIA,Amador,54,1,5,4,44,598,187,401,10,4
Nonmetropolitan,CALIFORNIA,Calaveras,102,1,14,8,79,974,314,655,5,0
Nonmetropolitan,CALIFORNIA,Colusa,28,1,2,1,24,281,91,186,4,2
Nonmetropolitan,CALIFORNIA,Del Norte,99,2,18,7,72,427,242,180,5,6
Nonmetropolitan,CALIFORNIA,Glenn,11,2,0,2,7,169,61,105,3,2
Nonmetropolitan,CALIFORNIA,Humboldt,203,2,21,46,134,"1,109",436,646,27,14
Nonmetropolitan,CALIFORNIA,Inyo,52,1,7,3,41,141,54,85,2,5
Nonmetropolitan,CALIFORNIA,Lake,169,1,18,20,130,704,315,383,6,10
Nonmetropolitan,CALIFORNIA,Lassen,39,1,5,2,31,143,56,86,1,3
Nonmetropolitan,CALIFORNIA,Mariposa,55,0,5,1,49,342,128,214,0,1
Nonmetropolitan,CALIFORNIA,Mendocino,295,7,13,23,252,544,247,297,0,10
Nonmetropolitan,CALIFORNIA,Modoc,24,0,7,1,16,93,36,53,4,3
Nonmetropolitan,CALIFORNIA,Mono,11,0,1,0,10,67,21,46,0,0
Nonmetropolitan,CALIFORNIA,Nevada,166,2,10,6,148,533,226,301,6,1
Nonmetropolitan,CALIFORNIA,Plumas,104,1,14,3,86,356,124,231,1,7
Nonmetropolitan,CALIFORNIA,Sierra,5,0,0,0,5,55,17,38,0,2
Nonmetropolitan,CALIFORNIA,Siskiyou,71,2,10,4,55,228,102,124,2,1
Nonmetropolitan,CALIFORNIA,Tehama,184,1,5,8,170,316,134,182,0,6
Nonmetropolitan,CALIFORNIA,Trinity,34,3,5,1,25,100,63,37,0,0
Nonmetropolitan,CALIFORNIA,Tuolumne,75,1,13,13,48,731,354,371,6,18
Metropolitan,COLORADO,Adams,385,2,57,59,267,"2,413",622,"1,431",360,20
Metropolitan,COLORADO,Arapahoe,236,0,29,45,162,"1,313",350,856,107,19
Metropolitan,COLORADO,Boulder,65,1,11,1,52,554,164,360,30,16
Metropolitan,COLORADO,Clear Creek,17,0,4,0,13,68,30,33,5,1
Metropolitan,COLORADO,Douglas,312,2,197,15,98,"1,812",406,"1,317",89,21
Metropolitan,COLORADO,El Paso,486,2,62,15,407,"2,097",604,"1,314",179,27
Metropolitan,COLORADO,Gilpin,2,0,1,0,1,25,5,19,1,0
Metropolitan,COLORADO,Jefferson,127,0,20,18,89,"2,323",437,"1,779",107,15
Metropolitan,COLORADO,Larimer,107,0,18,3,86,973,252,669,52,21
Metropolitan,COLORADO,Mesa,181,1,15,12,153,"1,201",292,842,67,6
Metropolitan,COLORADO,Park,7,0,0,0,7,110,37,61,12,1
Metropolitan,COLORADO,Pueblo,28,1,0,6,21,"1,545",331,"1,157",57,0
Metropolitan,COLORADO,Teller,23,1,1,0,21,78,34,43,1,1
Metropolitan,COLORADO,Weld,185,5,17,8,155,772,252,435,85,9
Nonmetropolitan,COLORADO,Alamosa,1,0,0,0,1,37,10,27,0,0
Nonmetropolitan,COLORADO,Archuleta,15,3,2,0,10,10,4,5,1,0
Nonmetropolitan,COLORADO,Bent,2,0,0,1,1,26,7,19,0,1
Nonmetropolitan,COLORADO,Chaffee,8,0,2,0,6,89,16,68,5,1
Nonmetropolitan,COLORADO,Cheyenne,0,0,0,0,0,3,0,3,0,0
Nonmetropolitan,COLORADO,Crowley,4,0,0,0,4,0,0,0,0,0
Nonmetropolitan,COLORADO,Custer,7,0,0,0,7,33,8,23,2,0
Nonmetropolitan,COLORADO,Delta,19,0,7,0,12,120,25,86,9,2
Nonmetropolitan,COLORADO,Dolores,3,0,1,0,2,22,13,7,2,0
Nonmetropolitan,COLORADO,Eagle,25,0,4,0,21,386,90,296,0,4
Nonmetropolitan,COLORADO,Fremont,36,0,0,1,35,237,96,131,10,2
Nonmetropolitan,COLORADO,Grand,10,0,0,0,10,89,10,79,0,0
Nonmetropolitan,COLORADO,Gunnison,8,0,0,0,8,32,7,23,2,0
Nonmetropolitan,COLORADO,Hinsdale,1,0,0,0,1,12,4,8,0,0
Nonmetropolitan,COLORADO,Huerfano,3,0,0,0,3,8,4,4,0,0
Nonmetropolitan,COLORADO,Kit Carson,2,0,0,0,2,16,2,11,3,0
Nonmetropolitan,COLORADO,Las Animas,0,0,0,0,0,0,0,0,0,0
Nonmetropolitan,COLORADO,Lincoln,4,2,0,0,2,0,0,0,0,0
Nonmetropolitan,COLORADO,Logan,10,0,2,1,7,110,45,57,8,0
Nonmetropolitan,COLORADO,Moffat,4,0,1,0,3,20,8,7,5,1
Nonmetropolitan,COLORADO,Montezuma,31,0,2,0,29,163,60,93,10,1
Nonmetropolitan,COLORADO,Montrose,36,2,5,0,29,155,36,102,17,0
Nonmetropolitan,COLORADO,Morgan,2,0,0,1,1,40,8,30,2,0
Nonmetropolitan,COLORADO,Otero,5,0,0,1,4,62,26,36,0,2
Nonmetropolitan,COLORADO,Ouray,3,0,0,0,3,12,3,8,1,0
Nonmetropolitan,COLORADO,Phillips,0,0,0,0,0,3,1,2,0,0
Nonmetropolitan,COLORADO,Pitkin,14,0,0,0,14,50,5,44,1,0
Nonmetropolitan,COLORADO,Prowers,8,0,1,0,7,20,8,12,0,0
Nonmetropolitan,COLORADO,Rio Grande,4,0,1,1,2,53,11,38,4,2
Nonmetropolitan,COLORADO,Routt,12,0,0,0,12,77,21,54,2,1
Nonmetropolitan,COLORADO,San Juan,2,0,0,0,2,25,1,19,5,1
Nonmetropolitan,COLORADO,San Miguel,0,0,0,0,0,20,7,12,1,1
Nonmetropolitan,COLORADO,Sedgwick,7,0,0,0,7,19,5,13,1,0
Nonmetropolitan,COLORADO,Washington,14,0,3,0,11,82,21,57,4,0
Metropolitan,DELAWARE,New Castle County Police Department,"1,122",5,55,341,721,"6,117","1,983","3,711",423,5
Metropolitan,FLORIDA,Alachua,581,4,35,84,458,"2,495",794,"1,592",109,12
Metropolitan,FLORIDA,Baker,46,0,4,6,36,312,43,258,11,1
Metropolitan,FLORIDA,Bay,344,4,38,53,249,"2,728",716,"1,848",164,5
Metropolitan,FLORIDA,Brevard,991,6,66,132,787,"5,845","1,458","4,170",217,19
Metropolitan,FLORIDA,Broward,291,2,15,73,201,"1,043",260,731,52,8
Metropolitan,FLORIDA,Charlotte,381,2,31,50,298,"3,710","1,089","2,521",100,14
Metropolitan,FLORIDA,Clay,665,5,32,94,534,"4,269",883,"3,245",141,28
Metropolitan,FLORIDA,Collier,956,9,42,208,697,"5,250","1,373","3,683",194,14
Metropolitan,FLORIDA,Escambia,"1,782",14,140,463,"1,165","10,728","2,600","7,543",585,29
Metropolitan,FLORIDA,Flagler,227,1,13,26,187,"1,751",408,"1,287",56,6
Metropolitan,FLORIDA,Gadsden,88,1,6,12,69,340,150,184,6,0
Metropolitan,FLORIDA,Gilchrist,31,1,1,1,28,221,84,131,6,0
Metropolitan,FLORIDA,Hernando,495,8,33,69,385,"4,724","1,321","3,241",162,17
Metropolitan,FLORIDA,Hillsborough,"2,130",28,133,530,"1,439","19,487","5,104","13,190","1,193",41
Metropolitan,FLORIDA,Indian River,351,3,25,62,261,"2,728",778,"1,869",81,5
Metropolitan,FLORIDA,Jefferson,79,0,5,1,73,171,91,65,15,3
Metropolitan,FLORIDA,Lake,562,6,27,48,481,"3,488","1,159","2,090",239,10
Metropolitan,FLORIDA,Lee,"1,198",15,59,373,751,"10,134","3,593","6,064",477,48
Metropolitan,FLORIDA,Leon,323,4,18,48,253,"1,629",699,837,93,16
Metropolitan,FLORIDA,Manatee,"1,518",12,88,348,"1,070","9,911","2,532","7,029",350,2
Metropolitan,FLORIDA,Marion,"1,292",9,135,79,"1,069","4,952","1,733","3,000",219,7
Metropolitan,FLORIDA,Martin,300,1,16,84,199,"2,922",690,"2,140",92,8
Metropolitan,FLORIDA,Miami-Dade,"6,913",90,311,"1,848","4,664","44,395","9,324","30,843","4,228",12
Metropolitan,FLORIDA,Nassau,85,0,0,8,77,"1,153",325,764,64,2
Metropolitan,FLORIDA,Okaloosa,557,1,38,69,449,"3,346",637,"2,569",140,2
Metropolitan,FLORIDA,Orange,"5,325",56,284,"1,345","3,640","27,348","8,705","16,344","2,299",2
Metropolitan,FLORIDA,Osceola,866,2,36,91,737,"5,408","1,691","3,469",248,1
Metropolitan,FLORIDA,Palm Beach,"2,122",14,120,590,"1,398","15,418","4,269","10,031","1,118",84
Metropolitan,FLORIDA,Pasco,"1,190",11,79,261,839,"12,380","3,436","8,373",571,80
Metropolitan,FLORIDA,Pinellas,"1,018",8,121,164,725,"7,019","1,817","4,887",315,27
Metropolitan,FLORIDA,Polk,"1,288",12,70,185,"1,021","9,473","3,274","5,779",420,7
Metropolitan,FLORIDA,Santa Rosa,199,1,24,13,161,"1,913",602,"1,219",92,4
Metropolitan,FLORIDA,Sarasota,769,8,39,165,557,"7,912","2,224","5,420",268,10
Metropolitan,FLORIDA,Seminole,621,6,43,79,493,"3,369",907,"2,276",186,0
Metropolitan,FLORIDA,St. Johns,517,4,10,56,447,"3,789",841,"2,768",180,3
Metropolitan,FLORIDA,St. Lucie,268,2,20,50,196,"1,920",637,"1,191",92,3
Metropolitan,FLORIDA,Volusia,714,10,51,104,549,"5,528","1,878","3,362",288,22
Metropolitan,FLORIDA,Wakulla,90,2,12,7,69,748,167,567,14,7
Nonmetropolitan,FLORIDA,Bradford,77,0,1,1,75,329,138,172,19,1
Nonmetropolitan,FLORIDA,Calhoun,9,1,0,0,8,76,33,38,5,0
Nonmetropolitan,FLORIDA,Citrus,398,5,17,60,316,"2,868",806,"1,934",128,30
Nonmetropolitan,FLORIDA,Columbia,233,3,5,11,214,"1,406",532,840,34,0
Nonmetropolitan,FLORIDA,DeSoto,107,1,5,18,83,623,284,318,21,1
Nonmetropolitan,FLORIDA,Dixie,62,0,14,4,44,415,163,227,25,5
Nonmetropolitan,FLORIDA,Franklin,92,0,9,1,82,185,55,122,8,2
Nonmetropolitan,FLORIDA,Glades,41,1,1,6,33,270,77,172,21,0
Nonmetropolitan,FLORIDA,Gulf,48,1,0,0,47,169,62,103,4,1
Nonmetropolitan,FLORIDA,Hamilton,34,0,1,1,32,223,94,108,21,0
Nonmetropolitan,FLORIDA,Hardee,44,1,10,8,25,532,197,312,23,0
Nonmetropolitan,FLORIDA,Hendry,223,7,9,24,183,"1,080",471,562,47,9
Nonmetropolitan,FLORIDA,Highlands,191,2,10,24,155,"1,828",630,"1,128",70,0
Nonmetropolitan,FLORIDA,Holmes,58,1,4,1,52,240,55,168,17,0
Nonmetropolitan,FLORIDA,Jackson,124,0,17,4,103,715,170,525,20,0
Nonmetropolitan,FLORIDA,Lafayette,12,0,0,0,12,64,15,47,2,0
Nonmetropolitan,FLORIDA,Levy,126,1,11,10,104,918,326,545,47,6
Nonmetropolitan,FLORIDA,Liberty,7,0,0,0,7,38,17,21,0,0
Nonmetropolitan,FLORIDA,Madison,92,0,2,8,82,250,91,149,10,1
Nonmetropolitan,FLORIDA,Monroe,164,1,12,14,137,"1,847",327,"1,468",52,0
Nonmetropolitan,FLORIDA,Okeechobee,183,0,27,17,139,"1,042",433,578,31,1
Nonmetropolitan,FLORIDA,Putnam,433,1,33,57,342,"2,453","1,120","1,258",75,8
Nonmetropolitan,FLORIDA,Sumter,120,1,14,12,93,656,208,419,29,4
Nonmetropolitan,FLORIDA,Suwannee,110,1,4,2,103,528,174,325,29,0
Nonmetropolitan,FLORIDA,Taylor,62,3,1,2,56,170,125,39,6,0
Nonmetropolitan,FLORIDA,Union,35,0,2,5,28,170,80,85,5,0
Nonmetropolitan,FLORIDA,Walton,153,3,6,1,143,"1,198",376,759,63,3
Nonmetropolitan,FLORIDA,Washington,52,2,0,3,47,239,77,149,13,0
Metropolitan,GEORGIA,Augusta-Richmond,990,26,104,550,310,"13,336","3,817","8,108","1,411",74
Metropolitan,GEORGIA,Barrow,173,0,8,7,158,943,267,614,62,
Metropolitan,GEORGIA,Bartow,241,2,7,37,195,"2,841",805,"1,845",191,0
Metropolitan,GEORGIA,Bibb,218,3,11,35,169,"2,762",672,"1,855",235,9
Metropolitan,GEORGIA,Brantley,45,0,7,2,36,293,201,92,0,3
Metropolitan,GEORGIA,Brooks,28,0,0,1,27,227,68,132,27,
Metropolitan,GEORGIA,Bryan,32,0,1,2,29,424,120,298,6,1
Metropolitan,GEORGIA,Burke,148,2,0,0,146,494,147,344,3,0
Metropolitan,GEORGIA,Butts,42,3,6,18,15,511,147,313,51,1
Metropolitan,GEORGIA,Carroll,107,2,8,10,87,"1,583",503,938,142,10
Metropolitan,GEORGIA,Catoosa,76,0,9,8,59,"1,040",265,666,109,1
Metropolitan,GEORGIA,Chatham,0,0,0,0,0,0,0,0,0,0
Metropolitan,GEORGIA,Chattahoochee,18,2,2,3,11,55,24,27,4,2
Metropolitan,GEORGIA,Cherokee,107,0,13,19,75,"2,114",665,"1,348",101,4
Metropolitan,GEORGIA,Clarke,2,0,0,0,2,0,0,0,0,0
Metropolitan,GEORGIA,Clayton,4,0,0,1,3,8,0,7,1,0
