"city (STRING)","areaCode (STRING)","country (STRING)","region (STRING)","locId (STRING)","longitude (STRING)","postalCode (STRING)","metroCode (STRING)","latitude (STRING)","author (STRING)","year (STRING)","month (STRING)","day (STRING)","hour (STRING)","minute (STRING)","text (STRING)","hashtags (STRING)","search_term (STRING)","id (STRING)"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","thanos_samaras","2013","3","17","18","19","fuck yeah escapism","","fuck","7758245909891465205"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","lalibankssss","2013","3","17","18","18","GET OFF ME &amp; WHAT I DO, I'M SINGLE, I FUCK, SUCK, DUCK, DATE, RAPE WHOEVER THE FUCK I WANT!!","","fuck","-1545713629331325309"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","MooBear_x97x","2013","3","17","18","18","""You're such a fuckass!"" ""You can go suck a fuck!""","","fuck","6502376146229058524"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","kade6767","2013","3","17","18","18","@larrym32 You could not be any more of an ignorant fuck if you tried. That question was rhetorical you stupid fuck.  @SarahKSilverman","","fuck","2015861275488512531"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","Brianna_Tetro","2013","3","17","18","18","RT @MaddieDaches: Im a jealous person, but if I wasnt then id never give a fuck which I think is so much worse.","","fuck","9211488198192235007"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","CaptainRusso1","2013","3","17","18","18","Holy fuck, so many odd time signatures in this song lol my brain hurts","","fuck","4357053184381831842"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","MaggzMoonshoes","2013","3","17","18","18","LUCK OF THE IRISH ISN'T ON AGAIN UNTIL 2:30 AM FUCK I MESSED UP SO BAD","","fuck","-908107082625580031"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","kasper_polanco","2013","3","17","18","18","RT @RowTamBo: #Tobey Gang or Go Fuck yourself.....we want answers","#Tobey","fuck","4702368957613547784"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","Gemma_Biebs","2013","3","17","18","18","RT @attackbieber: Thought of You is my fave why the fuck has it not been acknowledged on tour","","fuck","7558682717523918238"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","lil_Gibz","2013","3","17","18","18","And Amare and a miracle RT @FuckYeahSMD: Fuck the Knicks man we need Chandler &amp;amp; Melo back","","fuck","4428263188461925869"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","vnancyx","2013","3","17","18","18","RT @Ellyyy_x: FUCK A FAKE FRIEND, WHERE YA REAL FRIENDS AT?","","fuck","-8534598964753585727"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","Fuck_ThatTweet","2013","3","17","18","18","RT @purplefl0wers_x: how you make me feel cant nobody do that for me, and we go through some things but I cant stop loving you.","","fuck","-862592067000951191"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","eliagee","2013","3","17","18","18","Stressed the fuck out can't fucken deal with all this","","fuck","4532705908315881171"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","HugoBossu","2013","3","17","18","18","my grandpa is dead i'm never seeing him again fuck","","fuck","5299044044788761700"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","AshHayss","2013","3","17","18","18","RT @MaddieDaches: Im a jealous person, but if I wasnt then id never give a fuck which I think is so much worse.","","fuck","4340192099659529016"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","_karoleezy","2013","3","17","18","17","don't let that one person that did you wrong fuck it up for everybody else that wants to be with you.","","fuck","-8433896296865053888"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","louisedawson003","2013","3","17","18","17","@1992Rhiannon fuck towie bed time!xx","","fuck","-6136626360984568517"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","cutiemamie4535L","2013","3","17","18","17","Fuck a bitch nigga and a hater! #onifc","#onifc","fuck","8679875105385174418"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","_Poohdaa","2013","3","17","18","17","Trust A Few , Fuck The Rest","","fuck","-1898443283073942797"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","drewsradio","2013","3","17","18","17","RT @attackbieber: Thought of You is my fave why the fuck has it not been acknowledged on tour","","fuck","-5355568852798903062"
"New York","212","US","NY","609","-73.9725","10017","501","40.7528","MaddieDaches","2013","3","17","18","17","Im a jealous person, but if I wasnt then id never give a fuck which I think is so much worse.","","fuck","-235877095798351154"
"Bear Lake","814","US","PA","610","-79.4448","16402","516","41.9491","ALuv4Moniee","2013","3","15","11","15","Whoa sir i unblocked mines RT @DoYouKnowKV: @ALuv4Moniee @IamtheePrince both y'all tweets protected.. Fuck y'all.","","fuck","-6481621144778850087"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","brittanybcook","2013","3","17","18","21","wish Gemma would fuck off","","fuck","7359541595506421808"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Kit__Barker","2013","3","17","18","16","@DeclanGibson can you tell it to fuck off for me?","","fuck","-327492218394955648"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","SexxyMJB","2013","3","17","18","16","It cold as fuck in jersey where da sun at","","fuck","-2585613247769126011"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","DeclanGibson","2013","3","17","18","15","@Kit__Barker  Fuck its Monday tomorrow.","","fuck","-3209798550104003191"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","HopeGriffiths2","2013","3","17","18","15","@BethRansom1 what the fuck, where?!xxxx","","fuck","-5093163700966690390"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","hxmer","2013","3","17","18","14","gem calm the fuck down and eat a lamb curry or summint","","fuck","4316112060375013646"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","MustafSufi","2013","3","17","18","5","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","5555233049362840198"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","ohh_itsMichelle","2013","3","17","18","3","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","-5832570743112440303"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","LummerDan","2013","3","17","18","3","@dddaniella fuck you daniella #tool","#tool","fuck","-1394978991172690328"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","PattMalka","2013","3","17","18","2","@pinkuMocha fuck you too.","","fuck","2272556912612084208"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Myona_Xoxo","2013","3","17","17","56","RT @_BossQuaintBaby: I'm 99% sure you don't like me. And I'm 100% sure I don't give a fuck...","","fuck","-3258761561423462160"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Gabby_girl_xo","2013","3","17","17","56","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","-6901284279162954542"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","bishhhh_chill","2013","3","17","17","56","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","-3719853480853146285"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Michiortegaa_19","2013","3","17","17","54","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","-1792574807334709478"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","_BossQuaintBaby","2013","3","17","17","54","I come, I fuck shit up, I leave","","fuck","1508630943757158976"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","_BossQuaintBaby","2013","3","17","17","54","I'm 99% sure you don't like me. And I'm 100% sure I don't give a fuck...","","fuck","3210892406260123083"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","iDalton_Bailey","2013","3","17","17","49","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","6555144719554529089"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Ray_LouieV","2013","3","17","17","48","RT @no_jr_no: Fuck I have hw to do","","fuck","4005605014109124554"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Sweettoria11","2013","3","17","17","46","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","2087513877090381378"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Geydix33","2013","3","17","17","46","RT @no_jr_no: Fuck I have hw to do","","fuck","5811352344902865105"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Miguel__lugo","2013","3","17","17","45","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","7411243787930794207"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Piercetheabbie","2013","3","17","17","45","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","7918466332493041757"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","no_jr_no","2013","3","17","17","45","Fuck I have hw to do","","fuck","-8709969079996159571"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Asvp_Clauds","2013","3","17","17","45","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","-949946802401424807"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Jessicerr_","2013","3","17","17","44","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","-3106373864090861206"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","weyheysarah","2013","3","17","17","43","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","9034842995608744636"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","sincerelybeckyy","2013","3","17","17","43","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","-4945263516674489017"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","yoloswagfish","2013","3","17","17","43","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","1035314159704814526"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","DinehV_5110","2013","3","17","17","43","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","-4463206604715910680"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Claudi_x33","2013","3","17","17","43","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","-7887556570698549682"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","gabrielamoliina","2013","3","17","17","43","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","-8128471790268948194"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","unorthodoxtrill","2013","3","17","17","43","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","2666628770911173185"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","MiracleMarie_","2013","3","17","17","43","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","637806586595793636"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","sebasTooCold","2013","3","17","17","42","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","7202569959655210765"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","annijupp","2013","3","17","17","42","can't wait til I'm 18 gonna get drunk every weekend hash tag give a fuck","","fuck","-795318686656559026"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","alexx_vegaa","2013","3","17","17","42","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","1159788543813045621"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Canishaaaa","2013","3","17","17","42","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","-2453347412785904093"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","laurenjade3008","2013","3","17","17","42","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","-531653745431590217"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","_murdocks","2013","3","17","17","42","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","3629460955407611333"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Music_Speaksx3","2013","3","17","17","42","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","985203166610594287"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Talie_Waliex3","2013","3","17","17","42","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","-8684665135543459021"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","princess__ovoxo","2013","3","17","17","42","RT @Johnqon: People who say ""Fuck a Bio"" In their bio","","fuck","6814316245444555290"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Johnqon","2013","3","17","17","42","People who say ""Fuck a Bio"" In their bio","","fuck","1463607254101026117"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","smallzz_x3","2013","3","17","17","37","RT @_YourMOMwantsMe: That dope got me high is Fuck","","fuck","-4807120356111324409"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","DeusExDastard","2013","3","17","17","33","RT @SonikBlast: FUCK YEAH http://t.co/rHr1F2yi0M","","fuck","-5151946078727295335"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","_YourMOMwantsMe","2013","3","17","17","33","That dope got me high is Fuck","","fuck","-5324320079442229280"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","SonikBlast","2013","3","17","17","33","FUCK YEAH http://t.co/rHr1F2yi0M","","fuck","6023175329944444047"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","AbigailFabigail","2013","3","17","17","29","RT @LauraaFoster_: my twitter isn't working properly, fuck you twitter","","fuck","1823720545516788356"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","LauraaFoster_","2013","3","17","17","27","my twitter isn't working properly, fuck you twitter","","fuck","5030860240523891671"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Wooldridge17","2013","3","17","17","23","@joshcrook91 haha!! Swear this bloke wanted us to fuck him!! Showered rite next too me!! All the others were free!!","","fuck","6052661511657628635"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","DiggaD0ig","2013","3","17","17","23","RT @jaidandrury_: No one gives a fuck","","fuck","-5100656012995096337"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","LByssero","2013","3","17","17","22","if u aint real the scissors come out....nah fuck that the chainsaw comes out call me leatherface!","","fuck","6071705567972252478"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","jesslaceyx","2013","3","17","17","22","Thank fuck the cross trainers being delivered this week, need to burn off all the shit from this weekend :|","","fuck","3043409808705510743"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","_freakyrebel","2013","3","17","17","21","RT @LByssero: @_freakyrebel i respect it to the maxx...do wut u want to fuck what these other bitches say and what they wanna do #haaaaaan","#haaaaaan","fuck","-6799970697358381631"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","LByssero","2013","3","17","17","20","@_freakyrebel i respect it to the maxx...do wut u want to fuck what these other bitches say and what they wanna do #haaaaaan","#haaaaaan","fuck","-689593827552690116"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","_imkiraadoee","2013","3","17","17","16","Dnt try n be my friend now Likk fuck Outta here on some  #realniggashit","#realniggashit","fuck","8448089276949624644"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Ryanstateofmind","2013","3","17","17","12","Fuck now I gotta runny nose","","fuck","1570930095646822732"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","DylanDashnaw","2013","3","17","17","8","And there goes my ear.... This weekend just keeps getting better and better. Fuck you fuck fuck fuck fuck","","fuck","6131552593581016170"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","woodheadgeorgia","2013","3","17","17","7","ha @samcarvalho has got cancer lol — you are fucking sick anon, why the fuck would you find that funny?... http://t.co/GejjiB0NJa","","fuck","-5945659678960309782"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","xbriiibriiix","2013","3","17","17","5","Last person to say something like that to me LOL fuck all yalllll","","fuck","-5579719115389822910"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","gemmmaa21","2013","3","17","17","5","We just want the credit where it's due I’ma worry about me, give a fuck about you (8)","","fuck","4822236789681941546"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","NancCalypso","2013","3","17","17","0","RT @b4ddre4m: when I'm looking forward to something it seems so far away and then it gets here and I'm like 'where the fuck did all that time go?!'","","fuck","-1955880739866621786"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","lisetx33","2013","3","17","17","0","RT @GiqqLesPeLaez: Why Yolanda why the fuck &gt;.&lt; did you have to !!!!!","","fuck","3661108834417730792"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","b4ddre4m","2013","3","17","16","59","when I'm looking forward to something it seems so far away and then it gets here and I'm like 'where the fuck did all that time go?!'","","fuck","1058480679834224360"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","LaurenC894","2013","3","17","16","55","a lot of people are like 'oh yeah dan and phil are funny, but i don't find them attractive' WHY THE FUCK NOT THEY ARE BEAUTIFUL","","fuck","-8028423794411646542"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","GiqqLesPeLaez","2013","3","17","16","55","Why Yolanda why the fuck &gt;.&lt; did you have to !!!!!","","fuck","4078208981232555671"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","jaidandrury_","2013","3","17","16","48","No one gives a fuck","","fuck","-4008868476616177490"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","iAnDrEa24","2013","3","17","16","46","Shut the Fuck Up.","","fuck","-2321006760096349357"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Eliza_Do_Lots","2013","3","17","16","43","@mummyglitzer I get ""You need to chill out"" and reply ""You need to stop winding them the fuck up at bedtime!""","","fuck","6151650632579412641"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Georgia_Bell5","2013","3","17","16","39","RT @b3thcosgrove: fuck off i dont want to fucking check it out you fucking cunt","","fuck","3580941370057399025"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","AjCarvell","2013","3","17","16","36","Has anyone ever said 'fuck you core body temperature' before?","","fuck","-8747091633412856466"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","TheAbbieMiller","2013","3","17","16","36","RT @b3thcosgrove: fuck off i dont want to fucking check it out you fucking cunt","","fuck","6553738411822917090"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","b3thcosgrove","2013","3","17","16","35","fuck off i dont want to fucking check it out you fucking cunt","","fuck","6498156061311800307"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","_DeathDoll","2013","3","17","16","30","Never really gave fuck but I pretended for you &amp; you wasn't even appreciative","","fuck","-1495508809249605514"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Chelseax33OO","2013","3","17","16","29","Fuck it.","","fuck","-3768453543822954905"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","dbausz","2013","3","17","16","26","Girls who have 200 ""best friends"" in all their Instagram pics are annoying as fuck. We don't give a fuck if you got drunk and took 2 pics.","","fuck","-8526073499561545198"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","dylangallagher0","2013","3","17","16","25","RT @mannojuana: Floss is turnin the fuck up right now #UltraLIVE","#UltraLIVE","fuck","2234936925904443271"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","jaymasin_jaay","2013","3","17","16","24","Okay puberty, I'm 17 now, where the fuck are my boobs","","fuck","3545990264843411268"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","ollly_o","2013","3","17","16","23","RT @_finnnnn: Girls who can't take a compliment are irritating as fuck","","fuck","4704470663088823557"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","lucyamatox","2013","3","17","16","23","RT @_finnnnn: Girls who can't take a compliment are irritating as fuck","","fuck","735343877743863289"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","_finnnnn","2013","3","17","16","23","Girls who can't take a compliment are irritating as fuck","","fuck","2791476411972870848"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Emilieeeeee","2013","3","17","16","22","@lukestaple @DanielRowbotham fuck off you pussy","","fuck","-4524220984713680925"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Chelseax33OO","2013","3","17","16","21","Fuck you .","","fuck","-4070085160263785655"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","mannojuana","2013","3","17","16","15","Floss is turnin the fuck up right now #UltraLIVE","#UltraLIVE","fuck","-5868760068920714097"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","desireesegui","2013","3","17","16","14","“@FreddyAmazin: The less you give a fuck; the happier you will be.”","","fuck","-7514649343970286841"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Ant_Martino","2013","3","17","16","13","What the fuck I just lost power","","fuck","-4529207760045915202"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","kevinchilders","2013","3","17","16","11","#BeHeardMeekMill http://NIGGAZ SAYING I'VE CHANGE CAUSE I GOT ALOT OF CHIPS'IM POPPING SHIT'WHO GAVE A FUCK WHEN I AIN'T HAVE A POT TO PISS.","#BeHeardMeekMill","fuck","5572919453672347686"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","RosennHarvey","2013","3","17","16","10","@chloewiddows_97 THANK FUCK! I was frantically trying to learn mine hahah x","","fuck","3878597135949867016"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","BRiCh_ExclusiV","2013","3","17","16","9","RT @Debonare: Fuck a fake friend, where your real friends at?","","fuck","4244992398892688307"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Debonare","2013","3","17","16","9","Fuck a fake friend, where your real friends at?","","fuck","1201017530769327787"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","_FrannyPack_","2013","3","17","16","5","Lmao smdh RT @HoocH_MittY: I fuck up and handed my mother a condom with her change .. Lmaoo.","","fuck","-5924584168375749078"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Jackie458fLores","2013","3","17","16","4","What the fuck lmfao.","","fuck","-292420946968628367"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","My_own_savior","2013","3","17","15","59","@hopsin umm well, fuck you all ... i wanna be a groupie :*","","fuck","-6434410179403897461"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","_heartbreakTAT","2013","3","17","15","58","@_LOVEvsMONEY_ lol word but any teacup is expensive as fuck","","fuck","5617959881089701305"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Cewington","2013","3","17","15","57","@Linhaaam_ @sammiechurcher oh fuck is it christmas already :/","","fuck","5544979594912478418"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","GiqqLesPeLaez","2013","3","17","15","54","Fuck these niggas Lmaoo","","fuck","-3125906286770686004"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","SimonsTroy","2013","3","17","15","45","@Javier_Simoes @courtney_polak FUCK YEAH","","fuck","-7252509601226902908"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","AlanStephens8","2013","3","17","15","40","@Brad__Anderson @james_prole yes lets do it!  its about time you fuckers L2P and alkali when played well, is op as fuck","","fuck","8620929915623163478"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","Cindarellax33","2013","3","17","15","36","@_Sanchez27 lmao she mean as fuck xD","","fuck","6098825397892408291"
"Piscataway","732","US","NJ","611","-74.4637","08854","501","40.5516","_nataliedavies","2013","3","17","15","30","What da fuck","","fuck","-1816869813330135031"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","JoeyT_11","2013","3","17","16","58","@caittttttm fuck you","","fuck","1358079519737215324"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","JoeyT_11","2013","3","17","16","33","FUCK CAMPO lmao","","fuck","-1886900416768416007"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","MikeJohnsonND12","2013","3","17","15","25","RT @JoeyT_11: @MikeJohnsonND12 fuck it, we can sneak you in","","fuck","-5326157398805039260"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","JoeyT_11","2013","3","17","15","21","@MikeJohnsonND12 fuck it, we can sneak you in","","fuck","1909580909366170395"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","JoeyT_11","2013","3","17","12","12","Holy fuck I blacked out.","","fuck","2258852314507865132"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","tiffraymond10","2013","3","17","0","7","You know I wanna fuck foot it and boot it 😉","","fuck","-8917259125062594603"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","Travii3FU3go","2013","3","16","21","26","Fuck Yeah ScoreCenter @Napppy_Boy  http://t.co/41t5EsHYOn","","fuck","6811915102615614598"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","a_knapp_3","2013","3","16","9","36","RT @JoeyT_11: It's St Patty's day weekend. Turn the fuck up","","fuck","5768152532947750673"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","JoeyT_11","2013","3","16","2","27","It's St Patty's day weekend. Turn the fuck up","","fuck","8968696131183416230"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","Travii3FU3go","2013","3","15","22","44","Fuck yeah that movie was great!","","fuck","4866842068691017485"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","JoeyT_11","2013","3","15","21","5","Fuck.","","fuck","2777109448042448110"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","Dickieboy_","2013","3","15","17","57","RT @JoeyT_11: Fuck you scar. #LionKing","#LionKing","fuck","7829352202473983973"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","mhumphrey023","2013","3","15","17","57","RT @JoeyT_11: Fuck you scar. #LionKing","#LionKing","fuck","-2807324642861114645"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","caittttttm","2013","3","15","17","53","RT @JoeyT_11: Fuck you scar. #LionKing","#LionKing","fuck","-6333646253522643977"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","JoeyT_11","2013","3","15","17","50","Fuck you scar. #LionKing","#LionKing","fuck","-6897000060767851511"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","JoeyT_11","2013","3","15","14","17","Bout to fuck this exam up","","fuck","-2282252256210265803"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","C_O5hea","2013","3","15","11","44","Fuck stats #fuckhallam","#fuckhallam","fuck","-3512986968839814924"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","JoeyT_11","2013","3","15","11","43","“@CBoards_5OH: @joeyt_11 I'm sorry you have to see that” hahaha fuck you fatty","","fuck","-4348841287944657093"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","darnell_says","2013","3","15","0","32","@rachieronii I already looked up tickets online lol but money is def an issue with most things! Fuck being poor","","fuck","-2119261929650787041"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","Erik_H_Holmes","2013","3","14","20","26","@FireSacco How the fuck do you send Barrie down to the minors and Hunwick get 18+ minutes a a game.","","fuck","-5484411191465971922"
"Keuka Park","315","US","NY","612","-77.1325","14478","555","42.5669","Ask_JEaves24","2013","3","14","16","41","lets go on a 15-6 run but miss the most important shot of the game... what a fuck lol","","fuck","824255064220203271"
