"city (STRING)","areaCode (STRING)","country (STRING)","region (STRING)","locId (STRING)","longitude (STRING)","postalCode (STRING)","metroCode (STRING)","latitude (STRING)","author (STRING)","year (STRING)","month (STRING)","day (STRING)","hour (STRING)","minute (STRING)","text (STRING)","hashtags (STRING)","search_term (STRING)","id (STRING)"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","jlbobish23","2013","3","17","17","54","RT @20NeikroDomus12: That's wat behind me I'm in front row bitch http://t.co/A06tTAShkK---@CrookThatDude ultra...","","bitch","5701690375346236980"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Niccole_D","2013","3","17","17","53","Somebody get this bitch a beer! 🍀🍻💚 #stpatricksday #sundayfunday","#stpatricksday|#sundayfunday","bitch","6007461700289169883"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","TURNUPTOM","2013","3","17","17","51","Rep this gang bitch ima roll this plane bitch","","bitch","702682321103280350"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","ChrissyMadison","2013","3","17","17","50","RT @MissCovingtonXo: I am a raspy bitch right now with no voice left.","","bitch","-8570685473656668056"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","SprechenSieGina","2013","3","17","17","48","""Well you sound pretty young, so I bet you don't know anything about this"" .....excuse me bitch, what?","","bitch","6800521348803574900"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","muhkahluh","2013","3","17","17","46","“@RealJeremyRyan: you ain't Irish bitch you just desperate for a kiss 😂😂😂” actually Irish here 💁","","bitch","-250200037901996699"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","nasty_nuss","2013","3","17","17","44","""@IDrinkIFuck: How to get your friend to do something stupid - ""Don't be a bitch""""","","bitch","-5746565751127617400"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Townlife_412","2013","3","17","17","43","Fuk a fake bitch were da real bitches at","","bitch","7359008143913089063"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Gina_Stefan","2013","3","17","17","39","RT @slammmertime: ""We're making Oakland our bitch tonight"" - @PharmerDylan #TEAMDYLAN","#TEAMDYLAN","bitch","-6335526324990643226"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","slammmertime","2013","3","17","17","39","""We're making Oakland our bitch tonight"" - @PharmerDylan #TEAMDYLAN","#TEAMDYLAN","bitch","-4605447681130386684"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","RichKidShawty_3","2013","3","17","17","35","i bet i could take ya bitch","","bitch","-8303906356425887347"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","RichKidShawty_3","2013","3","17","17","34","you think that bitch ya best friend but she be all on me","","bitch","-8780862486136680321"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","mochapat","2013","3","17","17","33","RT @___Jevy416: I'm insane bitch, I need brain bitch, bang bang bitch, I gang bang bitch","","bitch","-6808640828034577671"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","___Jevy416","2013","3","17","17","32","I'm insane bitch, I need brain bitch, bang bang bitch, I gang bang bitch","","bitch","-1245339951254933842"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Michelle_Fiume","2013","3","17","17","31","RT @_caramatthews: @Michelle_Fiume @dolodubs412 youre a bad bitch! ""i love bad bitches thats my fuckin problem"" lol","","bitch","8845643212431891940"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","fuckit_suckit","2013","3","17","17","29","neva eva trust a bitch","","bitch","-2023746567181679242"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","greshiegirl12","2013","3","17","17","29","RT @torii_janee: #10ThingsIGetAlot your a bitch. Thanks, but I prefer blunt tho.","#10ThingsIGetAlot","bitch","-2660821966259699215"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","torii_janee","2013","3","17","17","28","#10ThingsIGetAlot your a bitch. Thanks, but I prefer blunt tho.","#10ThingsIGetAlot","bitch","-499108017477754402"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","412TJ","2013","3","17","17","28","@MWelch89 seen ur bitch ass on TV yesterday homie. Great game.","","bitch","3867761200208241488"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","BBoyHuggZ","2013","3","17","17","28","I GOTTA FUCKING RE-TYPE EVERYTHING CUZ MY BITCH ASS SIBLINGS DELETED EVERYTHING., SERIOUSLY HATING LIFE","","bitch","-5684801174832513181"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Sparkles4Pres","2013","3","17","17","27","That bitch pinched me when I was wearing green 
👊👊👊👊","","bitch","-970487608030631924"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","chriscager","2013","3","17","17","26","Dam there is some exotic bitch out Herr tonight","","bitch","2329934408868271710"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","JuneSonjisBoy","2013","3","17","17","26","!! RT @CrezieBaby: Buckeyes Bitch !!!","","bitch","-7515423205332122832"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","iTwerk_on_Harry","2013","3","17","17","24","Bitch.","","bitch","5955314670910843178"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","LogEllis","2013","3","17","17","23","Got cha bitch! #Checkthosebags! http://t.co/pQrxRPddje","#Checkthosebags","bitch","4466513303818125707"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","shane_crazey","2013","3","17","17","22","RT @corywilliams27: now dats how you let the beat build bitch!","","bitch","3373706270929296126"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Kayla_Namiotka","2013","3","17","17","22","Its not that he's blaming Christopher he loves his son of course he does its just lazy ass Karen doesn't do anything she's a lazy bitch","","bitch","-8172818704831373988"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","AdamZell","2013","3","17","17","21","Side bitch rule 5: No small talk. Don't tell me about your life cuz i don't give a fuck. I don't wanna know you, bitch. I'm just tryna fuck.","","bitch","-7161546408153370561"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","sarahmsloan","2013","3","17","17","21","I'm such a bitch.","","bitch","272735531327018874"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","AdamZell","2013","3","17","17","21","Side bitch rule 4: Don't ""like"" any of my pics on Instagram and don't mention me on Twitter. You are invisible in life. No contact, bitch.","","bitch","3851096908534772542"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","AdamZell","2013","3","17","17","21","Side bitch rule 3: Dont take Pics with me, I dont want nobody in the world 2 know we fuckin. Wtf wrong with u bitch?! U beggin 2 get slapped","","bitch","2829418305106118926"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","AdamZell","2013","3","17","17","20","Side bitch rule 2: Don't try to be the main bitch, because you will get curved. Your job is to do what the main bitch won't do in bed, hoe.","","bitch","-4410595732313347033"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","AdamZell","2013","3","17","17","20","Side bitch rule 1: Dont text or call me, I'll contact u when I wanna see u. Dont bother me with good morning text, I dont care about u bitch","","bitch","-1406318634261636772"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","AdamZell","2013","3","17","17","20","THE RULES OF BEING A SIDE BITCH ARE AS FOLLOWS. ALL SIDE BITCHES PAY ATTENTION . . .","","bitch","-2547621780060713844"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","youasucka_HOE","2013","3","17","17","20","RT @thelibmeisterr: @youasucka_HOE Im not snappin bitch! Hahahaha u better calm yourself before I throw a beer can at u ctfuuu","","bitch","2580070506060516115"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","thelibmeisterr","2013","3","17","17","19","@youasucka_HOE Im not snappin bitch! Hahahaha u better calm yourself before I throw a beer can at u ctfuuu","","bitch","-649844288251660528"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","ChrisDelaney21","2013","3","17","17","18","@nolmoo Good to hear. The off season grind is a bitch. Our season is going real well 4-1 right now. Could be a championship team","","bitch","-6313512117833800960"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","___Jevy416","2013","3","17","17","18","Catch a opp in my lane, bitch I'm taking breathes","","bitch","6865169889476444634"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Jordanh322","2013","3","17","17","17","@Mattsmithh412 you wish you could drive bitch boy","","bitch","-3206603865557385704"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Qiuana_","2013","3","17","17","17","RT @MissCovingtonXo: I am a raspy bitch right now with no voice left.","","bitch","-9171307825172294049"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","MissCovingtonXo","2013","3","17","17","16","I am a raspy bitch right now with no voice left.","","bitch","-4382573738400870062"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Paylo10","2013","3","17","17","15","Revenge is Sweet! &amp; Karma's a Bitch!","","bitch","-5002619990564745775"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","BITCH_byeee16","2013","3","17","17","14","RT @lmaoItsMac: Your laugh is the cutest thing.","","bitch","325330243719483293"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","joey22fan22","2013","3","17","17","14","I cant wait till Joey dumps Hamlin into the wall !! Joeys coming for you @DennyHamlin !! Watch out bitch !! #NASCAR","#NASCAR","bitch","5758263711571561737"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","AdamZell","2013","3","17","17","14","When I don't text a girl back immediately they will try to one up me by like 5 minutes. 😂 Bitch I will text u back next century if I have to","","bitch","-133603197252958773"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","ChaseP_","2013","3","17","17","12","Yup torn bicep and six other strained muscles in my left leg. Bruised left collar bone too. Getting dragged is a bitch.","","bitch","8646506181054425077"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Selenaaa_16","2013","3","17","17","11","Oh my fucking god. This psychotic bitch needs to stop texting me.","","bitch","3793676843647992369"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","bethyboo7187","2013","3","17","17","11","I'm so sick of snow. Winter is a bitch that won't go away","","bitch","3713192679592312237"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Jordanh322","2013","3","17","17","10","@Mattsmithh412 bitch please✌","","bitch","8975307736830471935"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","LaddiDoddi","2013","3","17","17","8","Got a bitch named Nina, &amp; Nina so slutty. She'll do him &amp; every one of his buddies!!","","bitch","1189264108271640299"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","laursperfection","2013","3","17","17","7","NO BUM ASS BITCH TRYING TO POISON MY RELATIONSHIP SHALL PROSPER.","","bitch","-6975814390987308282"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","LaddiDoddi","2013","3","17","17","6","Don't worry bout me, worry bout my bitch!!","","bitch","2784346102336615160"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","K_Trappp","2013","3","17","17","6","@mekanomics_101 @alainawhit14 shes a bad bitch. BUT why aren't you here ?!","","bitch","-3678132033394133578"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","daniellesuchy","2013","3","17","17","5","dear mother nature, stop being a pissy bitch and bring me spring. No love, me.","","bitch","3322532053759779890"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","niquenique94","2013","3","17","17","4","siri is a stupid bitch lol","","bitch","7851085286733374289"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","mochapat","2013","3","17","17","4","RT @___Jevy416: Bad bitches ass, I tap those.. Bitch niggas i slap those","","bitch","30964150529273641"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","tegills","2013","3","17","17","4","RT @britty_coletta: If I had a dollar for every time @ashaley521 and I wished @tegills was here being totally ballistic right now, id be one rich bitch. 👯👯","","bitch","1351001825587394823"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Cashvillesdice","2013","3","17","17","3","RT @bunchie2times: now this is funny RT @Cashvillesdice: NIGGAS buy $300 Jeans, $250 belts and $80 shirts just to impress a Bitch with $10 leggins on!","","bitch","-8256897097742379403"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","thelibmeisterr","2013","3","17","17","1","Gold diggin ass bitch","","bitch","-5788284765588633597"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","piggletjordan","2013","3","17","17","0","If my mom wasn't such a critical bitch, more people would like her. What a close minded individual.","","bitch","-4454482198686905771"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","courtneycoleman","2013","3","17","16","58","I-95 you are one ratchet bitch. #getmehome 😡","#getmehome","bitch","741318510533561010"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","MisterForrester","2013","3","17","16","58","'I was like, like, I was like, um, like, I was like bitch did I stutter?' - Ron The Dishwasher (and yes, you did)","","bitch","7812655990769840481"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","___Jevy416","2013","3","17","16","58","Bad bitches ass, I tap those.. Bitch niggas i slap those","","bitch","1205839038109272222"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","tayhill_","2013","3","17","16","57","You are a little bitch. You tweet like a girl.","","bitch","91130065288108190"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","ZOMB1E_babe","2013","3","17","16","55","They say I smoke too much, I say you can't smoke enough in this bitch.","","bitch","-4759800685881928992"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","HellaDreadz","2013","3","17","16","54","Bet i can take ya bitch","","bitch","-2464096663912828967"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","MoonMulsanne","2013","3","17","16","54","RT @bunchie2times: now this is funny RT @Cashvillesdice: NIGGAS buy $300 Jeans, $250 belts and $80 shirts just to impress a Bitch with $10 leggins on!","","bitch","7540977096176925052"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Mekah15062","2013","3","17","16","54","RT @PrettyJacc: @MissBeauty_10 I look in the mirror every day bitch foh wit that shit cause ma fuckas was messaging me telling me don't wry bout ur ugly ass","","bitch","-6842637496131631034"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","SydnieGraziano","2013","3","17","16","54","“@Causeofmyass: It's crazy how you can make me the happiest girl in the world and in one second make me the craziest bipolar bitch I know.”","","bitch","9037056341522585583"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","Ashkar_20","2013","3","17","16","51","“@k_bazzi2: Man it must suck not being invited to a BBQ #suckstosuck” man it must suck taking the bus to school #SucksToSuck #Bitch","#suckstosuck|#SucksToSuck|#Bitch","bitch","5110194064509906211"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","yellowbone_x","2013","3","17","16","50","I have 1,400 pics in this bitch lol. I gotta get a new 16gb memory card soon","","bitch","-4336362985693534673"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","MonroeHellaFlyy","2013","3","17","16","48","@Slick_Flair fareal i waz finna sayy iont ned ta steal i aint no broke bitch","","bitch","6603138478278861874"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","KaosOnline","2013","3","17","16","47","@Toni_Marie12 right. No one ever says anything about her. Nick posts about her or she posts they bitch like she's the worst person ever.","","bitch","8044220526348490380"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","bunchie2times","2013","3","17","16","46","now this is funny RT @Cashvillesdice: NIGGAS buy $300 Jeans, $250 belts and $80 shirts just to impress a Bitch with $10 leggins on!","","bitch","-1443911075931141314"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","_caramatthews","2013","3","17","16","46","@Michelle_Fiume @dolodubs412 youre a bad bitch! ""i love bad bitches thats my fuckin problem"" lol","","bitch","-6464082193865054874"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","BigShatcher","2013","3","17","16","46","My side bitch is my main bitch because my main bitch ain't feeling me no more!!!","","bitch","-3984353913939357826"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","laurrashhh","2013","3","17","16","43","Bitch, get the fuck off of there http://t.co/ayvL2Kvz8q","","bitch","-5730564511510263930"
"Pittsburgh","412","US","PA","606","-79.9880","15222","508","40.4495","RachelJaaames","2013","3","17","16","43","I got a bad bitch in my Chevy sellin Miley Cyrus in my brand new Monte Carlo","","bitch","1621626476270170772"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","_JackNForTweets","2013","3","17","18","17","RT @DaDemolitionMan: dont tell me to bow down bitch..u STILL aint shit..dont let beyonce get u fucked up","","bitch","-146447053088090536"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","FashionJunky91","2013","3","17","18","15","RT @_independent18: Grind alone shine alone bitch my OG ain't mislead me","","bitch","-2031988445520436278"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","_independent18","2013","3","17","18","14","Grind alone shine alone bitch my OG ain't mislead me","","bitch","-9039179691963017397"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","yo1dude","2013","3","17","18","11","@ImBrendaDouglas wel seperate urself bitch u grwn lol","","bitch","1234958504991007990"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","LeJazzyWazzy","2013","3","17","18","10","RT @DaDemolitionMan: dont tell me to bow down bitch..u STILL aint shit..dont let beyonce get u fucked up","","bitch","-516921303969934572"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","_NaeLOVEyou","2013","3","17","18","10","RT @DaDemolitionMan: dont tell me to bow down bitch..u STILL aint shit..dont let beyonce get u fucked up","","bitch","2118411802303204125"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","DaDemolitionMan","2013","3","17","18","10","dont tell me to bow down bitch..u STILL aint shit..dont let beyonce get u fucked up","","bitch","-6967147274907139946"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","jake_superdope","2013","3","17","18","1","ain't nothing like a good girl, but I turn you to a baaaad bitch. Never do what you should girl, that'll just make you avvvverage","","bitch","-7263630583760217396"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","devon_klaus","2013","3","17","17","51","RT @EKiely4: Well I was the definition of a bitch today... @devon_klaus @CRAUSEindahouse","","bitch","-7749091259238842230"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","EKiely4","2013","3","17","17","49","Well I was the definition of a bitch today... @devon_klaus @CRAUSEindahouse","","bitch","842323629905338886"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","SaqueraS","2013","3","17","17","37","Yea , i bet you wanna kno how we get down, walk up in this bitch like we own a hoe! http://t.co/iaUSvG6I9w","","bitch","4583180439230456571"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","hoeslovejoey","2013","3","17","17","35","THAT BITCH A HOE","","bitch","-1860188723932191666"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","collierc33","2013","3","17","17","35","We still in this bitch","","bitch","5481194942380033450"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","PrincessJARNIE","2013","3","17","17","33","man that makes me sound like a bitch but aye.","","bitch","-3268628010224682726"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","BasedMcCartney_","2013","3","17","17","32","I missed the bitch a lot","","bitch","2087689178824862314"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","PrincessJARNIE","2013","3","17","17","26","bitch. stop texting me","","bitch","2145793001735197469"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","RealJordanWard","2013","3","17","17","22","Im so tired of Madea movies dat bitch dun did everything the next one gon be Madea goes to heaven","","bitch","831098846551826548"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","SincerelySpen","2013","3","17","17","11","Lol, this bitch.","","bitch","-4921424168784245784"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","liz_lay","2013","3","17","17","8","I'm sick of this bitch","","bitch","-4970670880140102937"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","Taty_Cocaine","2013","3","17","17","5","""@Ayee_BITCH_: I don't mind cleaning , Just don't Bother me while I'm doing it .  .  .  . Shit will get Real , Real Fast .""","","bitch","1754369100443149734"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","AyeItsYoSmurfay","2013","3","17","17","1","RT @PrincessJARNIE: youre attractive. too bad youre a little bitch.","","bitch","9123841797491182095"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","Bitch_Whad","2013","3","17","17","0","RT @RealJordanWard: I gotta start puttin more pics up on instagram, im on it","","bitch","-6645785524863043415"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","L3ISUR3__FR3SH","2013","3","17","16","57","they say men are doggs but what does that make a bitch ? hahahahah #SheAPlaya @Kid_Ink","#SheAPlaya","bitch","-4391460493457019013"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","ThisShyt_Lite","2013","3","17","16","54","@BooseyBalls21 we lost to Oregon in the finals bitch","","bitch","699035521726948630"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","That_Kid_Houstn","2013","3","17","16","38","RT @PrincessJARNIE: youre attractive. too bad youre a little bitch.","","bitch","-4162801070984819675"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","PrincessJARNIE","2013","3","17","16","35","youre attractive. too bad youre a little bitch.","","bitch","251163028789512666"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","PhuckWhatUSayin","2013","3","17","16","34","...3) bitch I got green on my underwear if u must kno","","bitch","6090267427774114075"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","PhuckWhatUSayin","2013","3","17","16","34","Because let a mfr pinch me cuz I'm not wearing green. 1) bitch I'm black we don't do tht shit 2) bitch I'm black so don't touch me...","","bitch","6794092272487507236"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","BasedMcCartney_","2013","3","17","16","18","I AIN'T GOT DA TIME BITCH TRY TO EXTORT ME IMMA PULL OUT DA NINE !","","bitch","8514395747946242270"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","BasedMcCartney_","2013","3","17","16","12","""@CapsCop: @BasedMcCartney_ Keep it down over there!"" SHUTUP BITCH !","","bitch","5154562177724712295"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","ShitMonkeyJOEEE","2013","3","17","16","11","Wee Aint Really Wit That Tlkinn , Bitch Wee Bout That Actionn .","","bitch","4732435881022021692"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","BasedMcCartney_","2013","3","17","16","8","BITCH I'M HUNGRY MAKE ME SAMACCHIES","","bitch","2903885119754068503"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","missxtra_petty","2013","3","17","16","7","I'm bout to fuck with everybody nigga hoes do it why can't a real bitch do it","","bitch","-7240370849274859398"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","BasedMcCartney_","2013","3","17","15","58","UMMMMM BITCH, YOU SMELL GOOD AF WIT CHO BITCHASS","","bitch","991181702321956666"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","BasedMcCartney_","2013","3","17","15","55","FACK MEEEEEEEHHHHHH BITCH FACK MEEHHHHHH OKAAAAYYYYYY","","bitch","-2234079099947940983"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","ShitMonkeyJOEEE","2013","3","17","15","54","Fuck , Bitch Iont Need Yhuu .","","bitch","8462909994074063183"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","ShitMonkeyJOEEE","2013","3","17","15","52","Iont Trust Noo Hoee , Cant Put Shit Past Noo Bitch . Trust Nonee , I Bee That Nigga That Standd Alonee !","","bitch","-7579604503496446195"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","dbgnecrazyblood","2013","3","17","15","49","""@LIL_M13OO: For My H13D i A Slump A Bitch ,"" ayeeeee","","bitch","-8436353171791180836"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","livv7","2013","3","17","15","39","RT @Alyyycatt: ""You a white bitch that's your fuckin problem"" @marissa_berkel @livv7","","bitch","888228295671711515"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","Alyyycatt","2013","3","17","15","39","""You a white bitch that's your fuckin problem"" @marissa_berkel @livv7","","bitch","3824523572748338772"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","sharodjohnson18","2013","3","17","15","34","I got yo bitch wit me she. Gone do some crazy. Thangz. 👌👌","","bitch","-6979562970162092087"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","_independent18","2013","3","17","15","34","@HaiirWeaveKilla bitch I'm sick as fuck up at this register Gsw","","bitch","-6147981257047530879"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","Scottie_Montana","2013","3","17","15","26","RT @_ZachBrown_: So done with that bitch, so past that hoe... She gon come to her senses, that's when ima say no!","","bitch","-315066663608384246"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","NggaNamedTodd","2013","3","17","15","17","RT @freeHaquis: @NggaNamedTodd thats where yu fucc up, IT AINT ME! &amp; yu damn skippy, thats my bitch foreva.","","bitch","168346408126551160"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","yourTRIBEleader","2013","3","17","15","17","Karma is a bitch, but just make sure that bitch is beautiful","","bitch","-4933523601331962998"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","MssTorreyRenee","2013","3","17","15","13","bitches be like ""we don't like each other"" no bitch YOU don't like me I don't give a fuck bout YOU. lbvfs stupid","","bitch","7398311177419671359"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","freeHaquis","2013","3","17","15","12","@NggaNamedTodd thats where yu fucc up, IT AINT ME! &amp; yu damn skippy, thats my bitch foreva.","","bitch","434241626319084220"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","KWORTHxo","2013","3","17","14","51","Im 100% serious when i say a cop just pushed me away and said ""leave you stupid rude Nderage bitch"" #PIGS","#PIGS","bitch","-8410316810067699934"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","ShantiShon","2013","3","17","14","48","Karma is only a bitch to bitches though.","","bitch","628466663552610970"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","_KaeeeSosaa","2013","3","17","14","48","RT @ShantiShon: I never wish anyone bad. Karma is and always will be a fucking bitch.","","bitch","-51226118275347688"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","ShantiShon","2013","3","17","14","48","I never wish anyone bad. Karma is and always will be a fucking bitch.","","bitch","81985329520950244"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","dick_like","2013","3","17","14","45","RT @yo1dude: http://t.co/PPYDQXxwGN"" Measure up bitch","","bitch","1395899733152731368"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","DaDemolitionMan","2013","3","17","14","41","sometimes i be agreeing wit that passport cutty bitch...but other times....NAH...HELL NAH....she a hoe just like her followers","","bitch","-6546034864054250082"
"Bridgeton","314","US","MO","607","-90.4201","63044","609","38.7667","_ZachBrown_","2013","3","17","14","33","So done with that bitch, so past that hoe... She gon come to her senses, that's when ima say no!","","bitch","4120066930883566751"
